Device: samsung SM-G950U1; eSense app version: 4.9.0; android version: 9;
DESCRIPCIÓN
NOMBRE DE LA GRABACIÓN;HRV-Grabación-04042021-193120;;;;;;
eSense Pulse:;0000387;;;;;;
FECHA (HH:MM:SS);04.04.21 19:31:20;;;;;;
TIEMPO (HH:MM:SS);00:11:04;;;;;;
MÁXIMO;101.9 HR;;;;;;
MÍNIMO;61.3 HR;;;;;;
DIFERENCIA MIN/MAX;40.6 HR;;;;;;
MEDIA DE LA SESIÓN;81.31 HR;;;;;;
;;;;;;;
SDNN;67.186 ms;;;;;;
RMSSD;52.413 ms;;;;;;
NN50;302;;;;;;
PNN50;33.971 %;;;;;;
ÍNDICE DE ESTRÉS;50.477;;;;;;
RR PROMEDIO;743.9 ms;;;;;;
HR PROMEDIO;80.7 HR;;;;;;
VALORES DE HR CORREGIDOS;2;;;;;;
VALORES DE HR CORREGIDOS EN%;0.2 %;;;;;;
CORAZONES ROJOS;55;;;;;;
CORAZONES RARANJAS;27;;;;;;
CORAZONES AMAARILLOS;26;;;;;;
CORAZONES VERDES;25;;;;;;
;;;;;;;
ESTADÍSTICAS;;;;;;;
SEGUNDO;RITMO CARDIACO;RR;AMPLITUD HRV;UNIFORMIDAD;MARCAS DE TIEMPO;MARCADOR;
0;88.6;677;0.10;100.00;19:31:23:832;;
0.660;90.9;660;0.00;100.00;19:31:24:413;;
1.302;93.5;642;0.00;100.00;19:31:25:394;;
1.918;97.4;616;0.00;100.00;19:31:25:948;;
2.507;101.9;589;0.00;100.00;19:31:26:489;;
3.101;101.0;594;0.00;100.00;19:31:27:051;;
3.692;101.5;591;0.00;100.00;19:31:27:597;;
4.296;99.3;604;0.00;100.00;19:31:28:150;;
4.962;90.1;666;0.00;100.00;19:31:28:686;;
5.940;61.3;978;6.25;100.00;19:31:29:791;;
6.859;65.3;919;8.95;100.00;19:31:30:879;;
7.740;68.1;881;11.06;100.00;19:31:31:972;;
8.538;75.2;798;11.98;100.00;19:31:32:519;;
9.383;71.0;845;12.58;100.00;19:31:33:067;;
10.209;72.6;826;14.67;100.00;19:31:34:177;;
10.960;79.9;751;18.34;100.00;19:31:34:711;;
11.645;87.6;685;22.93;100.00;19:31:35:816;;
12.366;83.2;721;26.23;100.00;19:31:36:347;;
13.147;76.8;781;30.62;100.00;19:31:36:897;;
13.960;73.8;813;34.71;100.00;19:31:38:005;;
14.721;78.8;761;35.26;100.00;19:31:38:534;;
15.463;80.9;742;35.23;100.00;19:31:39:636;;
16.279;73.5;816;34.95;100.00;19:31:40:178;;
17.144;69.4;865;35.04;100.00;19:31:41:282;;
18.004;69.8;860;32.57;99.49;19:31:41:837;;
18.850;70.9;846;28.55;96.72;19:31:42:927;;
19.682;72.1;832;21.94;88.54;19:31:44:021;;
20.498;73.5;816;13.66;74.68;19:31:44:555;;
21.275;77.2;777;8.48;60.29;19:31:45:667;;
22.042;78.2;767;5.49;45.32;19:31:46:205;;
22.805;78.6;763;4.77;38.64;19:31:46:746;;
23.567;78.7;762;5.33;38.64;19:31:47:854;;
24.300;81.9;733;6.48;38.64;19:31:48:392;;
25.036;81.5;736;7.44;38.64;19:31:48:951;;
25.766;82.2;730;8.71;38.64;19:31:50:045;;
26.464;86.0;698;9.75;38.64;19:31:50:583;;
27.151;87.3;687;10.10;38.64;19:31:51:127;;
27.819;89.8;668;10.14;38.64;19:31:51:676;;
28.478;91.0;659;10.14;38.64;19:31:52:227;;
29.182;85.2;704;10.14;38.64;19:31:53:339;;
29.886;85.2;704;10.14;38.64;19:31:54:986;;
30.707;73.1;821;10.31;44.07;19:31:55:513;;
31.453;80.4;746;10.89;62.51;19:31:56:613;;
32.117;90.4;664;11.49;82.13;19:31:57:155;;
32.765;92.6;648;11.91;95.87;19:31:57:706;;
33.416;92.2;651;12.32;87.54;19:31:58:249;;
34.078;90.6;662;12.54;76.36;19:31:59:349;;
34.743;90.2;665;12.72;66.15;19:31:59:894;;
