HR,RR,HRV,MicroSiemens,SCR,SCR_MIN,PhaseName,ArousalMean,Aroused,TimeStamp,HR-4,HR-3,HR-2,HR-1,HRV-4,HRV-3,HRV-2,HRV-1,MicroSiemens-4,MicroSiemens-3,MicroSiemens-2,MicroSiemens-1
0.18095678182188513,-0.24673674358651748,-0.6383828566811148,1.6042629231279197,0,0,HA_PV,6.07,1,2020-10-25 19:03:44,0.18095678182188513,0.18095678182188513,0.18095678182188513,0.18095678182188513,-0.6383828566811148,-0.6383828566811148,-0.6383828566811148,-0.6383828566811148,1.6042629231279197,1.6042629231279197,1.6042629231279197,1.6042629231279197
0.46335021626203976,-0.5087708053385007,-0.9309886919476981,1.3576790520524475,0,0,HA_PV,6.07,1,2020-10-25 19:03:44,0.46335021626203976,0.46335021626203976,0.46335021626203976,0.46335021626203976,-0.9309886919476981,-0.9309886919476981,-0.9309886919476981,-0.9309886919476981,1.3576790520524475,1.3576790520524475,1.3576790520524475,1.3576790520524475
0.41990507250201525,-0.4684578727612725,-1.0855729068055155,1.3576790520524475,0,0,HA_PV,6.07,1,2020-10-25 19:03:45,0.41990507250201525,0.41990507250201525,0.41990507250201525,0.41990507250201525,-1.0855729068055155,-1.0855729068055155,-1.0855729068055155,-1.0855729068055155,1.3576790520524475,1.3576790520524475,1.3576790520524475,1.3576790520524475
0.41990507250201525,-0.4684578727612725,-1.1214585281117946,1.1110951809769753,0,0,HA_PV,7.31,1,2020-10-25 19:03:46,0.41990507250201525,0.41990507250201525,0.41990507250201525,0.41990507250201525,-1.1214585281117946,-1.1214585281117946,-1.1214585281117946,-1.1214585281117946,1.1110951809769753,1.1110951809769753,1.1110951809769753,1.1110951809769753
0.5067953600220643,-0.5490837379157288,-1.088333339213691,1.1110951809769753,0,0,HA_PV,7.31,1,2020-10-25 19:03:46,0.18095678182188513,0.46335021626203976,0.41990507250201525,0.41990507250201525,-0.6383828566811148,-0.9309886919476981,-1.0855729068055155,-1.1214585281117946,1.6042629231279197,1.3576790520524475,1.3576790520524475,1.1110951809769753
0.24612449746192033,-0.3072061424523598,-1.063489447540113,0.8645113099015033,0,0,HA_PV,7.31,1,2020-10-25 19:03:47,0.46335021626203976,0.41990507250201525,0.41990507250201525,0.5067953600220643,-0.9309886919476981,-1.0855729068055155,-1.1214585281117946,-1.088333339213691,1.3576790520524475,1.3576790520524475,1.1110951809769753,1.1110951809769753
-0.7748363808986416,0.7409301045555731,-1.0248433938256587,0.8645113099015033,0,0,HA_PV,6.68,1,2020-10-25 19:03:48,0.41990507250201525,0.41990507250201525,0.5067953600220643,0.24612449746192033,-1.0855729068055155,-1.1214585281117946,-1.088333339213691,-1.063489447540113,1.3576790520524475,1.1110951809769753,1.1110951809769753,0.8645113099015033
-0.992062099698761,0.9828077000189422,-0.9365095567640487,0.6179274388260311,0,0,HA_PV,6.68,1,2020-10-25 19:03:49,0.41990507250201525,0.5067953600220643,0.24612449746192033,-0.7748363808986416,-1.1214585281117946,-1.088333339213691,-1.063489447540113,-1.0248433938256587,1.1110951809769753,1.1110951809769753,0.8645113099015033,0.8645113099015033
-0.8834492402987013,0.8618689022872577,-0.850936152110614,0.6179274388260311,0,0,HA_PV,6.14,1,2020-10-25 19:03:50,0.5067953600220643,0.24612449746192033,-0.7748363808986416,-0.992062099698761,-1.088333339213691,-1.063489447540113,-1.0248433938256587,-0.9365095567640487,1.1110951809769753,0.8645113099015033,0.8645113099015033,0.6179274388260311
-1.2310103903788912,1.2649982280595395,-0.7653627474571792,0.6179274388260311,0,0,HA_PV,6.14,1,2020-10-25 19:03:51,0.24612449746192033,-0.7748363808986416,-0.992062099698761,-0.8834492402987013,-1.063489447540113,-1.0248433938256587,-0.9365095567640487,-0.850936152110614,0.8645113099015033,0.8645113099015033,0.6179274388260311,0.6179274388260311
-0.8834492402987013,0.8618689022872577,-0.6797893428037446,0.6179274388260311,0,0,HA_PV,6.14,1,2020-10-25 19:03:51,-0.7748363808986416,-0.992062099698761,-0.8834492402987013,-1.2310103903788912,-1.0248433938256587,-0.9365095567640487,-0.850936152110614,-0.7653627474571792,0.8645113099015033,0.6179274388260311,0.6179274388260311,0.6179274388260311
-0.47072037457847316,0.4184266439377476,-0.5804137761094332,0.37134356775055893,0,0,HA_PV,6.61,1,2020-10-25 19:03:52,-0.992062099698761,-0.8834492402987013,-1.2310103903788912,-0.8834492402987013,-0.9365095567640487,-0.850936152110614,-0.7653627474571792,-0.6797893428037446,0.6179274388260311,0.6179274388260311,0.6179274388260311,0.6179274388260311
0.44162764438202595,-0.4886143390498866,-0.46171518255789484,0.37134356775055893,0,0,HA_PV,6.61,1,2020-10-25 19:03:53,-0.8834492402987013,-1.2310103903788912,-0.8834492402987013,-0.47072037457847316,-0.850936152110614,-0.7653627474571792,-0.6797893428037446,-0.5804137761094332,0.6179274388260311,0.6179274388260311,0.6179274388260311,0.37134356775055893
0.7240210788221837,-0.7506484008018698,-0.3457770214145317,0.37134356775055893,0,0,HA_PV,6.73,1,2020-10-25 19:03:54,-1.2310103903788912,-0.8834492402987013,-0.47072037457847316,0.44162764438202595,-0.7653627474571792,-0.6797893428037446,-0.5804137761094332,-0.46171518255789484,0.6179274388260311,0.6179274388260311,0.37134356775055893,0.37134356775055893
0.615408219422124,-0.6498660693587993,-0.2436410223120451,0.37134356775055893,0,0,HA_PV,6.73,1,2020-10-25 19:03:54,-0.8834492402987013,-0.47072037457847316,0.44162764438202595,0.7240210788221837,-0.6797893428037446,-0.5804137761094332,-0.46171518255789484,-0.3457770214145317,0.6179274388260311,0.37134356775055893,0.37134356775055893,0.37134356775055893
0.18095678182188513,-0.24673674358651748,-0.2105158334139413,0.37134356775055893,0,0,HA_PV,6.73,1,2020-10-25 19:03:56,-0.47072037457847316,0.44162764438202595,0.7240210788221837,0.615408219422124,-0.5804137761094332,-0.46171518255789484,-0.3457770214145317,-0.2436410223120451,0.37134356775055893,0.37134356775055893,0.37134356775055893,0.37134356775055893
-0.21004951201833233,0.15639258218576438,-0.1387445908013832,0.37134356775055893,0,0,HA_PV,6.35,1,2020-10-25 19:03:56,0.44162764438202595,0.7240210788221837,0.615408219422124,0.18095678182188513,-0.46171518255789484,-0.3457770214145317,-0.2436410223120451,-0.2105158334139413,0.37134356775055893,0.37134356775055893,0.37134356775055893,0.37134356775055893
0.18095678182188513,-0.24673674358651748,-0.08629637504605216,0.37134356775055893,0,0,HA_PV,6.35,1,2020-10-25 19:03:57,0.7240210788221837,0.615408219422124,0.18095678182188513,-0.21004951201833233,-0.3457770214145317,-0.2436410223120451,-0.2105158334139413,-0.1387445908013832,0.37134356775055893,0.37134356775055893,0.37134356775055893,0.37134356775055893
-0.42727523081845176,0.3781137113605194,-0.031087726882545852,0.12475969667508678,0,0,HA_PV,6.35,1,2020-10-25 19:03:58,0.615408219422124,0.18095678182188513,-0.21004951201833233,0.18095678182188513,-0.2436410223120451,-0.2105158334139413,-0.1387445908013832,-0.08629637504605216,0.37134356775055893,0.37134356775055893,0.37134356775055893,0.37134356775055893
-1.1441201028588452,1.1440594303278548,0.024120921280960463,0.12475969667508678,0,0,HA_PV,6.28,1,2020-10-25 19:03:59,0.18095678182188513,-0.21004951201833233,0.18095678182188513,-0.42727523081845176,-0.2105158334139413,-0.1387445908013832,-0.08629637504605216,-0.031087726882545852,0.37134356775055893,0.37134356775055893,0.37134356775055893,0.12475969667508678
-0.905171812178712,0.8820253685758718,0.08485043426081729,0.12475969667508678,0,0,HA_PV,6.28,1,2020-10-25 19:03:59,-0.21004951201833233,0.18095678182188513,-0.42727523081845176,-1.1441201028588452,-0.1387445908013832,-0.08629637504605216,-0.031087726882545852,0.024120921280960463,0.37134356775055893,0.37134356775055893,0.12475969667508678,0.12475969667508678
-0.5358880902185115,0.49905250909220394,0.15110081205702486,0.12475969667508678,0,0,HA_PV,6.84,1,2020-10-25 19:04:00,0.18095678182188513,-0.42727523081845176,-1.1441201028588452,-0.905171812178712,-0.08629637504605216,-0.031087726882545852,0.024120921280960463,0.08485043426081729,0.37134356775055893,0.12475969667508678,0.12475969667508678,0.12475969667508678
-0.8400040965386768,0.8215559697100294,0.19250729817965442,-0.12182417440038537,0,0,HA_PV,6.84,1,2020-10-25 19:04:01,-0.42727523081845176,-1.1441201028588452,-0.905171812178712,-0.5358880902185115,-0.031087726882545852,0.024120921280960463,0.08485043426081729,0.15110081205702486,0.12475969667508678,0.12475969667508678,0.12475969667508678,0.12475969667508678
-0.7313912371386171,0.7006171719783449,0.22287205466958296,-0.12182417440038537,0,0,HA_PV,6.84,1,2020-10-25 19:04:02,-1.1441201028588452,-0.905171812178712,-0.5358880902185115,-0.8400040965386768,0.024120921280960463,0.08485043426081729,0.15110081205702486,0.19250729817965442,0.12475969667508678,0.12475969667508678,0.12475969667508678,-0.12182417440038537
