Device: Apple iPhone11,8; eSense app version: 4.5.91; ios version: 13.3.1;
DESCRIPCIÓN;VALOR;RR;Amplitud HRV
NOMBRE DE LA GRABACIÓN;F3;;;;;;;
eSense Pulse:;0000387;;;;;;;
FECHA (HH:MM:SS);15.06.20 15:58:40;;;;;;;
TIEMPO (HH:MM:SS);00:28:48;;;;;;;
MÁXIMO;111.7 HR;;;;;;;
MÍNIMO;64.3 HR;;;;;;;
DIFERENCIA MIN/MAX;47.4 HR;;;;;;;
MEDIA DE LA SESIÓN;82.66 HR;;;;;;;
;;;;;;;;
SDNN;54.070 ms;;;;;;;
RMSSD;37.568 ms;;;;;;;
NN50;338;;;;;;;
PNN50;13.984 %;;;;;;;
ÍNDICE DE ESTRÉS;36.267;;;;;;;
RR PROMEDIO;730.8 ms;;;;;;;
HR PROMEDIO;82.1 HR;;;;;;;
VALORES DE HR CORREGIDOS;1;;;;;;;
VALORES DE HR CORREGIDOS EN%;0.0 %;;;;;;;
HF PROMEDIO;217.9813 ms2;;;;;;;
LF PROMEDIO;566.4074 ms2;;;;;;;
RELACIÓN LF/HF;2.5984;;;;;;;
CORAZONES ROJOS;61;;;;;;;
CORAZONES RARANJAS;64;;;;;;;
CORAZONES AMAARILLOS;128;;;;;;;
CORAZONES VERDES;92;;;;;;;
;;;;;;;;
222.240;94.0;638;13.89;95.04;N.a.;16:02:21:746;;
222.881;93.6;641;13.93;95.36;N.a.;16:02:22:297;;
223.540;91.0;659;13.89;95.92;1.0600;16:02:23:387;;
224.223;87.8;683;13.81;96.71;0.8499;16:02:24:498;;
224.947;82.9;724;13.79;97.46;N.a.;16:02:24:517;;
225.690;80.8;743;13.81;98.29;N.a.;16:02:25:031;;
226.425;81.6;735;13.99;99.39;N.a.;16:02:26:127;;
227.155;82.2;730;14.24;99.78;0.8600;16:02:26:679;;
227.870;83.9;715;14.59;98.95;0.8564;16:02:27:247;;
228.565;86.3;695;15.48;97.27;N.a.;16:02:27:768;;
229.249;87.7;684;16.53;95.22;N.a.;16:02:28:862;;
229.917;89.8;668;18.25;91.19;N.a.;16:02:29:409;;
230.578;90.8;661;19.02;89.02;0.8400;16:02:29:961;;
231.221;93.3;643;19.59;87.05;0.8205;16:02:30:515;;
231.858;94.2;637;19.82;85.81;N.a.;16:02:31:053;;
232.487;95.4;629;19.81;84.22;N.a.;16:02:31:600;;
233.120;94.8;633;19.60;83.04;N.a.;16:02:32:697;;
233.791;89.4;671;19.24;81.86;0.8700;16:02:33:246;;
234.563;77.7;772;18.74;80.71;0.9227;16:02:33:793;;
235.391;72.5;828;18.06;79.43;N.a.;16:02:34:890;;
236.217;72.6;826;17.73;79.20;N.a.;16:02:35:431;;
237.019;74.8;802;17.26;79.33;N.a.;16:02:36:528;;
237.773;79.6;754;16.93;80.37;0.8900;16:02:37:081;;
238.462;87.1;689;16.74;82.33;0.8555;16:02:37:641;;
239.123;90.8;661;16.65;85.09;N.a.;16:02:38:179;;
239.781;91.2;658;16.61;88.44;N.a.;16:02:39:266;;
240.450;89.7;669;16.60;91.03;N.a.;16:02:39:811;;
241.154;85.2;704;16.64;93.63;0.8700;16:02:40:361;;
241.894;81.1;740;16.79;97.10;0.8873;16:02:40:911;;
242.662;78.1;768;16.98;99.71;N.a.;16:02:42:006;;
243.446;76.5;784;17.79;93.33;N.a.;16:02:43:102;;
244.235;76.0;789;18.19;91.18;N.a.;16:02:43:123;;
245.021;76.3;786;18.67;89.32;0.9000;16:02:44:193;;
245.785;78.5;764;18.90;88.66;0.9207;16:02:44:744;;
246.517;82.0;732;18.95;88.65;N.a.;16:02:45:293;;
247.219;85.5;702;18.72;90.26;N.a.;16:02:46:403;;
247.875;91.5;656;16.01;96.55;N.a.;16:02:46:929;;
248.515;93.8;640;12.42;77.58;0.8500;16:02:47:484;;
249.155;93.8;640;8.87;57.58;0.7676;16:02:48:029;;
249.828;89.2;673;8.80;48.27;N.a.;16:02:48:578;;
250.580;79.8;752;10.41;41.77;N.a.;16:02:49:667;;
251.388;74.3;808;11.70;41.46;N.a.;16:02:50:215;;
252.210;73.0;822;12.91;41.46;0.7800;16:02:51:309;;
253.037;72.6;827;13.42;47.84;0.7917;16:02:51:861;;
253.841;74.6;804;13.71;56.74;N.a.;16:02:52:956;;
254.599;79.2;758;14.23;67.32;N.a.;16:02:53:499;;
255.285;87.5;686;14.73;98.54;N.a.;16:02:54:047;;
255.945;90.9;660;14.86;82.93;0.7600;16:02:54:594;;
256.590;93.0;645;14.97;71.14;0.7173;16:02:55:156;;
257.241;92.2;651;15.13;54.32;N.a.;16:02:56:240;;
257.916;88.9;675;15.25;40.58;N.a.;16:02:57:339;;
258.619;85.3;703;15.35;28.43;N.a.;16:02:57:377;;
259.325;85.0;706;15.46;18.89;0.7200;16:02:58:428;;
259.973;92.6;648;15.59;10.22;0.7145;16:02:58:978;;
260.610;94.2;637;15.68;6.75;N.a.;16:02:59:530;;
261.291;88.1;681;15.74;6.39;N.a.;16:03:00:081;;
262.013;83.1;722;15.82;7.42;N.a.;16:03:00:616;;
262.767;79.6;754;15.95;8.98;0.7300;16:03:02:266;;
263.533;78.3;766;16.15;12.17;0.7404;16:03:02:312;;
264.295;78.7;762;16.33;15.52;N.a.;16:03:03:908;;
265.022;82.5;727;16.53;19.63;N.a.;16:03:03:934;;
265.694;89.3;672;16.74;23.88;N.a.;16:03:04:448;;
266.338;93.2;644;16.95;28.05;0.7700;16:03:05:009;;
266.975;94.2;637;17.18;31.22;0.8151;16:03:05:544;;
267.621;92.9;646;17.58;35.58;N.a.;16:03:06:092;;
268.296;88.9;675;17.95;38.88;N.a.;16:03:06:642;;
269.016;83.3;720;18.37;42.18;N.a.;16:03:07:733;;
269.776;78.9;760;19.02;46.53;0.8100;16:03:08:280;;
270.549;77.6;773;19.45;49.08;0.8035;16:03:09:380;;
271.321;77.7;772;20.12;53.06;N.a.;16:03:10:476;;
272.079;79.2;758;20.73;56.86;N.a.;16:03:10:494;;
272.807;82.4;728;21.25;60.49;N.a.;16:03:11:582;;
273.513;85.0;706;21.60;63.10;0.7500;16:03:12:113;;
274.201;87.2;688;22.00;66.43;0.6868;16:03:12:662;;
274.867;90.1;666;22.69;73.11;N.a.;16:03:13:208;;
275.514;92.7;647;22.96;76.46;N.a.;16:03:13:756;;
276.138;96.2;624;23.09;78.98;N.a.;16:03:14:853;;
276.764;95.8;626;23.13;85.70;0.7200;16:03:15:398;;
277.401;94.2;637;22.98;88.22;0.7395;16:03:15:946;;
278.107;85.0;706;22.72;90.53;N.a.;16:03:16:493;;
278.912;74.5;805;22.27;93.12;N.a.;16:03:17:589;;
279.758;70.9;846;21.88;94.69;N.a.;16:03:18:141;;
280.615;70.0;857;21.46;95.95;0.6900;16:03:19:239;;
281.452;71.7;837;20.93;96.91;0.6518;16:03:19:778;;
282.285;72.0;833;20.72;96.81;N.a.;16:03:20:897;;
283.086;74.9;801;20.46;96.48;N.a.;16:03:21:424;;
283.848;78.7;762;19.92;96.36;N.a.;16:03:21:972;;
284.538;87.0;690;19.45;95.61;0.6600;16:03:23:068;;
285.188;92.3;650;19.01;94.49;0.6738;16:03:23:610;;
285.832;93.2;644;18.60;93.12;N.a.;16:03:24:163;;
286.487;91.6;655;18.21;91.50;N.a.;16:03:24:709;;
287.173;87.5;686;17.95;90.13;N.a.;16:03:25:259;;
287.922;80.1;749;17.63;88.20;0.7400;16:03:25:800;;
288.699;77.2;777;17.39;86.79;0.8064;16:03:26:927;;
289.467;78.1;768;17.16;85.38;N.a.;16:03:27:473;;
290.222;79.5;755;16.93;83.96;N.a.;16:03:28:537;;
290.954;82.0;732;16.67;82.03;N.a.;16:03:29:091;;
291.694;81.1;740;16.43;79.94;0.9600;16:03:29:646;;
292.453;79.1;759;16.30;77.52;1.1102;16:03:31:276;;
293.213;78.9;760;16.39;76.53;N.a.;16:03:31:302;;
293.984;77.8;771;16.64;76.98;N.a.;16:03:32:375;;
294.748;78.5;764;17.02;78.69;N.a.;16:03:32:921;;
295.491;80.8;743;17.47;81.54;1.0600;16:03:34:018;;
296.208;83.7;717;17.93;85.39;1.0239;16:03:34:057;;
296.896;87.2;688;18.25;88.78;N.a.;16:03:35:116;;
297.557;90.8;661;18.53;92.56;N.a.;16:03:35:656;;
298.206;92.4;649;18.77;96.36;N.a.;16:03:36:208;;
298.855;92.4;649;19.03;98.70;1.0900;16:03:36:757;;
299.511;91.5;656;19.17;95.05;1.1589;16:03:37:298;;
300.200;87.1;689;19.31;90.76;N.a.;16:03:38:394;;
300.935;81.6;735;19.46;85.67;N.a.;16:03:38:946;;
301.715;76.9;780;19.59;82.37;N.a.;16:03:39:491;;
302.523;74.3;808;19.71;80.26;1.2000;16:03:40:586;;
303.335;73.9;812;19.87;79.29;1.2338;16:03:41:132;;
304.131;75.4;796;19.99;79.85;N.a.;16:03:42:261;;
304.907;77.3;776;20.10;81.46;N.a.;16:03:42:794;;
305.640;81.9;733;20.20;83.13;N.a.;16:03:43:322;;
306.344;85.2;704;20.29;84.38;1.1700;16:03:44:422;;
307.021;88.6;677;20.45;86.04;1.1089;16:03:44:962;;
307.669;92.6;648;20.60;87.29;N.a.;16:03:45:516;;
308.306;94.2;637;20.78;88.54;N.a.;16:03:46:058;;
308.948;93.5;642;20.98;89.77;N.a.;16:03:46:609;;
309.615;90.0;667;21.28;91.17;1.2000;16:03:47:163;;
310.350;81.6;735;21.71;92.58;1.2883;16:03:48:252;;
311.124;77.5;774;21.82;92.92;N.a.;16:03:49:353;;
311.926;74.8;802;22.08;93.94;N.a.;16:03:49:893;;
312.741;73.6;815;22.36;95.15;N.a.;16:03:50:443;;
313.524;76.6;783;22.64;96.42;1.1900;16:03:50:995;;
314.266;80.9;742;22.93;97.84;1.1025;16:03:52:080;;
314.979;84.2;713;23.15;99.11;N.a.;16:03:52:627;;
315.660;88.1;681;23.45;98.94;N.a.;16:03:53:174;;
316.311;92.2;651;23.63;97.40;N.a.;16:03:53:724;;
316.945;94.6;634;23.81;95.37;1.0900;16:03:54:274;;
317.574;95.4;629;23.88;93.83;1.0682;16:03:54:824;;
318.212;94.0;638;23.90;92.27;N.a.;16:03:55:933;;
318.898;87.5;686;23.85;90.72;N.a.;16:03:56:459;;
319.667;78.0;769;23.70;88.65;N.a.;16:03:57:028;;
320.487;73.2;820;23.47;86.84;1.0600;16:03:58:102;;
321.322;71.9;835;22.98;84.46;1.0567;16:03:58:658;;
322.169;70.8;847;22.60;83.56;N.a.;16:03:59:747;;
322.995;72.6;826;22.02;83.07;N.a.;16:04:00:846;;
323.816;73.1;821;21.39;83.36;N.a.;16:04:01:392;;
324.607;75.9;791;20.69;84.45;1.0700;16:04:01:952;;
325.359;79.8;752;19.94;86.34;1.0762;16:04:02:482;;
326.064;85.1;705;19.22;88.93;N.a.;16:04:03:603;;
326.718;91.7;654;18.80;90.96;N.a.;16:04:04:141;;
327.345;95.7;627;18.46;92.99;N.a.;16:04:04:681;;
327.963;97.1;618;18.13;95.70;1.1000;16:04:05:221;;
328.581;97.1;618;17.98;97.72;1.1410;16:04:05:770;;
329.214;94.8;633;17.91;99.75;N.a.;16:04:07:409;;
329.866;92.0;652;17.91;98.22;N.a.;16:04:07:432;;
330.559;86.6;693;18.00;95.60;N.a.;16:04:07:956;;
331.291;82.0;732;18.07;94.30;1.3900;16:04:08:506;;
332.056;78.4;765;18.18;92.67;1.6347;16:04:09:057;;
332.820;78.5;764;18.32;91.65;N.a.;16:04:10:147;;
333.583;78.6;763;18.48;91.26;N.a.;16:04:10:694;;
334.326;80.8;743;18.66;91.49;N.a.;16:04:11:242;;
335.038;84.3;712;18.80;92.07;1.5900;16:04:12:366;;
335.730;86.7;692;18.98;93.21;1.5368;16:04:12:911;;
336.416;87.5;686;19.09;94.09;N.a.;16:04:13:431;;
337.072;91.5;656;19.17;94.97;N.a.;16:04:13:979;;
337.704;94.9;632;19.23;95.85;N.a.;16:04:15:091;;
338.333;95.4;629;19.28;97.27;1.4600;16:04:15:623;;
338.977;93.2;644;19.23;98.33;1.3943;16:04:16:176;;
339.654;88.6;677;19.10;98.94;N.a.;16:04:16:722;;
340.377;83.0;723;18.97;98.23;N.a.;16:04:17:265;;
341.159;76.7;782;18.80;95.75;N.a.;16:04:18:359;;
341.958;75.1;799;18.60;92.02;1.3800;16:04:18:905;;
342.750;75.8;792;18.44;89.35;1.3627;16:04:19:454;;
343.527;77.2;777;18.20;85.77;N.a.;16:04:20:577;;
344.272;80.5;745;17.98;83.20;N.a.;16:04:21:097;;
344.967;86.3;695;17.74;80.65;N.a.;16:04:21:644;;
345.674;84.9;707;17.49;78.35;1.4300;16:04:22:741;;
346.355;88.1;681;17.23;76.54;1.4853;16:04:23:293;;
347.025;89.6;670;17.10;76.11;N.a.;16:04:23:843;;
347.669;93.2;644;16.98;77.16;N.a.;16:04:24:381;;
348.302;94.8;633;17.00;79.60;N.a.;16:04:24:929;;
348.935;94.8;633;17.07;82.56;1.4100;16:04:25:476;;
349.604;89.7;669;17.22;85.53;1.3460;16:04:26:575;;
350.335;82.1;731;17.40;87.76;N.a.;16:04:27:134;;
351.113;77.1;778;17.84;90.73;N.a.;16:04:27:674;;
351.905;75.8;792;18.31;92.95;N.a.;16:04:28:761;;
352.690;76.4;785;19.07;95.67;1.2700;16:04:29:308;;
353.443;79.7;753;19.61;97.16;1.2023;16:04:29:856;;
354.135;86.7;692;19.92;98.29;N.a.;16:04:30:964;;
354.786;92.2;651;20.25;99.96;N.a.;16:04:31:513;;
355.420;94.6;634;20.30;98.70;N.a.;16:04:32:082;;
356.055;94.5;635;20.10;97.91;1.3200;16:04:32:614;;
356.703;92.6;648;19.51;96.77;1.4369;16:04:33:141;;
357.410;84.9;707;18.21;95.73;N.a.;16:04:34:248;;
358.143;81.9;733;15.89;97.32;N.a.;16:04:34:788;;
358.905;78.7;762;12.04;95.96;N.a.;16:04:35:341;;
359.660;79.5;755;8.65;87.05;1.4400;16:04:36:461;;
360.406;80.4;746;5.83;73.72;1.4425;16:04:37:527;;
361.102;86.2;696;4.51;58.58;N.a.;16:04:37:559;;
361.745;93.3;643;4.53;51.01;N.a.;16:04:38:072;;
362.357;98.0;612;5.31;47.62;N.a.;16:04:38:622;;
362.970;97.9;613;6.70;47.62;1.5100;16:04:39:163;;
363.585;97.6;615;7.74;47.62;1.5786;16:04:40:258;;
364.221;94.3;636;8.61;50.56;N.a.;16:04:40:805;;
364.889;89.8;668;9.24;57.05;N.a.;16:04:41:355;;
365.596;84.9;707;10.11;65.68;N.a.;16:04:41:904;;
366.361;78.4;765;11.39;81.07;1.4200;16:04:43:018;;
367.181;73.2;820;12.24;95.39;1.2504;16:04:43:543;;
368.002;73.1;821;12.84;94.50;N.a.;16:04:44:646;;
368.818;73.5;816;13.66;81.69;N.a.;16:04:45:188;;
369.601;76.6;783;14.32;72.02;N.a.;16:04:46:293;;
370.345;80.6;744;15.30;58.44;1.3100;16:04:46:827;;
371.032;87.3;687;16.11;47.47;1.3687;16:04:47:389;;
371.726;86.5;694;17.28;33.25;N.a.;16:04:47:926;;
372.430;85.2;704;18.13;26.46;N.a.;16:04:48:470;;
373.170;81.1;740;18.80;25.22;N.a.;16:04:49:566;;
373.922;79.8;752;19.29;29.54;1.2900;16:04:50:112;;
374.661;81.2;739;19.61;38.79;1.2116;16:04:50:661;;
375.374;84.2;713;19.85;48.81;N.a.;16:04:51:758;;
376.096;83.1;722;19.92;56.32;N.a.;16:04:52:305;;
376.866;77.9;770;19.85;66.33;N.a.;16:04:52:855;;
377.653;76.2;787;19.67;73.84;1.1900;16:04:53:980;;
378.449;75.4;796;19.26;83.72;1.1621;16:04:54:492;;
379.272;72.9;823;18.86;89.97;N.a.;16:04:55:592;;
380.085;73.8;813;18.46;94.30;N.a.;16:04:56:156;;
380.858;77.6;773;18.16;96.94;N.a.;16:04:56:724;;
381.578;83.3;720;17.72;99.89;1.2500;16:04:57:778;;
382.253;88.9;675;17.30;99.41;1.3524;16:04:58:325;;
382.913;90.9;660;16.90;99.42;N.a.;16:04:58:874;;
383.577;90.4;664;16.51;97.79;N.a.;16:04:59:428;;
384.256;88.4;679;16.10;96.05;N.a.;16:05:00:518;;
385.030;77.5;774;15.81;94.74;1.2900;16:05:01:062;;
385.898;69.1;868;15.46;92.99;1.2285;16:05:02:161;;
386.750;70.4;852;15.22;91.67;N.a.;16:05:02:705;;
387.593;71.2;843;15.02;90.36;N.a.;16:05:03:801;;
388.402;74.2;809;14.79;88.61;N.a.;16:05:04:351;;
389.146;80.6;744;14.65;87.35;1.1900;16:05:04:894;;
389.827;88.1;681;14.49;86.18;1.1437;16:05:05:995;;
390.490;90.5;663;14.42;85.74;N.a.;16:05:06:536;;
391.168;88.5;678;14.29;84.93;N.a.;16:05:07:087;;
391.913;80.5;745;14.07;84.38;N.a.;16:05:07:637;;
392.703;75.9;790;13.99;84.62;1.2000;16:05:08:731;;
393.514;74.0;811;13.94;84.88;1.2593;16:05:09:276;;
394.318;74.6;804;13.87;85.27;N.a.;16:05:10:369;;
395.112;75.6;794;13.82;85.55;N.a.;16:05:10:923;;
395.881;78.0;769;13.77;85.93;N.a.;16:05:11:476;;
396.634;79.7;753;13.74;86.22;1.2700;16:05:12:562;;
397.345;84.4;711;13.71;86.70;1.2678;16:05:13:112;;
398.023;88.5;678;13.70;87.18;N.a.;16:05:13:654;;
398.695;89.3;672;13.71;87.45;N.a.;16:05:14:203;;
399.367;89.3;672;13.73;87.68;N.a.;16:05:15:299;;
400.060;86.6;693;13.78;88.08;1.2700;16:05:15:844;;
400.788;82.4;728;13.87;88.51;1.2728;16:05:16:394;;
401.562;77.5;774;14.00;88.98;N.a.;16:05:17:486;;
402.355;75.7;793;14.15;89.48;N.a.;16:05:18:034;;
403.143;76.1;788;14.35;90.02;N.a.;16:05:18:584;;
403.925;76.7;782;14.58;90.61;1.3000;16:05:19:712;;
404.693;78.1;768;14.77;91.06;1.3253;16:05:20:224;;
405.424;82.1;731;14.97;91.51;N.a.;16:05:21:324;;
406.120;86.2;696;15.26;92.10;N.a.;16:05:21:870;;
406.801;88.1;681;15.49;92.55;N.a.;16:05:22:426;;
407.468;90.0;667;15.73;93.00;1.3800;16:05:22:968;;
408.136;89.8;668;16.16;93.80;1.4345;16:05:23:511;;
408.801;90.2;665;16.53;94.74;N.a.;16:05:24:057;;
409.476;88.9;675;16.75;95.73;N.a.;16:05:25:152;;
410.177;85.6;701;16.88;96.84;N.a.;16:05:25:713;;
410.900;83.0;723;16.92;98.07;1.2200;16:05:26:255;;
411.663;78.6;763;16.86;99.42;1.0099;16:05:27:365;;
412.454;75.9;791;16.75;99.29;N.a.;16:05:28:461;;
413.231;77.2;777;16.66;98.34;N.a.;16:05:28:473;;
413.993;78.7;762;16.56;97.08;N.a.;16:05:29:532;;
414.722;82.3;729;16.49;96.14;0.9300;16:05:30:082;;
415.426;85.2;704;16.42;95.19;0.8501;16:05:30:626;;
416.118;86.7;692;16.33;93.54;N.a.;16:05:31:725;;
416.789;89.4;671;16.28;92.28;N.a.;16:05:32:268;;
417.441;92.0;652;16.30;91.25;N.a.;16:05:33:376;;
418.085;93.2;644;16.38;90.45;0.7800;16:05:33:918;;
418.727;93.5;642;16.53;89.88;0.7252;16:05:33:926;;
419.375;92.6;648;16.67;89.65;N.a.;16:05:34:459;;
420.044;89.7;669;16.83;89.54;N.a.;16:05:35:009;;
420.755;84.4;711;16.90;89.46;N.a.;16:05:36:106;;
421.502;80.3;747;16.95;89.35;0.9900;16:05:36:649;;
422.284;76.7;782;16.94;89.26;1.2367;16:05:37:200;;
423.075;75.9;791;16.90;89.18;N.a.;16:05:38:296;;
423.876;74.9;801;16.82;89.16;N.a.;16:05:38:838;;
424.654;77.1;778;16.71;89.39;N.a.;16:05:39:934;;
425.391;81.4;737;16.58;89.86;1.0100;16:05:40:489;;
426.080;87.1;689;16.43;90.57;0.7733;16:05:41:033;;
426.749;89.7;669;16.08;92.64;N.a.;16:05:42:138;;
427.412;90.5;663;15.96;93.75;N.a.;16:05:42:670;;
428.077;90.2;665;15.88;94.86;N.a.;16:05:43:218;;
428.757;88.2;680;15.85;95.69;0.7800;16:05:43:766;;
429.483;82.6;726;15.86;96.81;0.7916;16:05:44:319;;
430.270;76.2;787;15.90;97.87;N.a.;16:05:45:452;;
431.090;73.2;820;15.94;98.54;N.a.;16:05:45:955;;
431.906;73.5;816;16.02;99.37;N.a.;16:05:47:085;;
432.699;75.7;793;16.14;99.86;0.7800;16:05:47:603;;
433.474;77.4;775;16.24;100.00;0.7565;16:05:48:149;;
434.213;81.2;739;16.33;100.00;N.a.;16:05:49:241;;
434.904;86.8;691;16.36;99.47;N.a.;16:05:49:787;;
435.566;90.6;662;16.39;98.45;N.a.;16:05:50:336;;
436.224;91.2;658;16.42;97.13;0.9600;16:05:50:885;;
436.917;86.6;693;16.47;95.24;1.1645;16:05:51:979;;
437.675;79.2;758;16.49;93.59;N.a.;16:05:52:525;;
438.479;74.6;804;16.48;91.10;N.a.;16:05:53:648;;
439.284;74.5;805;16.44;88.95;N.a.;16:05:54:193;;
440.074;75.9;790;16.35;85.69;1.0100;16:05:54:715;;
440.829;79.5;755;16.26;83.07;0.8547;16:05:55:811;;
441.561;82.0;732;16.16;80.55;N.a.;16:05:56:368;;
442.252;86.8;691;16.04;78.08;N.a.;16:05:56:907;;
442.926;89.0;674;15.85;74.80;N.a.;16:05:57:453;;
443.593;90.0;667;15.62;71.27;0.8200;16:05:58:548;;
444.258;90.2;665;15.31;66.73;0.7977;16:05:59:101;;
444.960;85.5;702;15.07;63.53;N.a.;16:05:59:656;;
445.706;80.4;746;14.93;63.60;N.a.;16:06:00:190;;
446.486;76.9;780;14.82;66.23;N.a.;16:06:01:285;;
447.302;73.5;816;14.81;69.76;1.0800;16:06:01:833;;
448.120;73.3;818;14.89;75.93;1.3631;16:06:02:935;;
448.912;75.8;792;15.01;81.62;N.a.;16:06:04:049;;
449.680;78.1;768;15.18;88.04;N.a.;16:06:04:072;;
450.441;78.8;761;15.49;96.58;N.a.;16:06:05:134;;
451.180;81.2;739;15.79;97.24;1.1400;16:06:05:668;;
451.922;80.9;742;16.11;91.26;0.9081;16:06:06:223;;
452.665;80.8;743;16.41;85.57;N.a.;16:06:07:307;;
453.405;81.1;740;16.68;80.74;N.a.;16:06:07:858;;
454.119;84.0;714;16.90;76.75;N.a.;16:06:08:403;;
454.808;87.1;689;17.08;73.62;1.0400;16:06:10:045;;
455.481;89.2;673;17.19;73.43;1.1774;16:06:10:069;;
456.147;90.1;666;17.33;73.23;N.a.;16:06:10:599;;
456.821;89.0;674;17.61;72.81;N.a.;16:06:11:140;;
457.518;86.1;697;17.90;74.16;N.a.;16:06:11:687;;
458.256;81.3;738;18.13;76.12;1.0600;16:06:12:786;;
459.038;76.7;782;18.45;79.29;0.9499;16:06:13:333;;
459.821;76.6;783;18.70;82.06;N.a.;16:06:14:426;;
460.583;78.7;762;18.94;85.14;N.a.;16:06:15:523;;
461.318;81.6;735;19.16;88.21;N.a.;16:06:16:067;;
462.035;83.7;717;19.40;92.28;1.0000;16:06:16:617;;
462.734;85.8;699;19.62;96.84;1.0493;16:06:17:171;;
463.390;91.5;656;19.70;97.35;N.a.;16:06:17:728;;
464.036;92.9;646;19.61;92.74;N.a.;16:06:18:257;;
464.674;94.0;638;19.19;92.01;N.a.;16:06:18:808;;
465.318;93.2;644;18.60;93.43;1.0000;16:06:19:353;;
465.980;90.6;662;17.60;97.67;0.9519;16:06:20:451;;
466.680;85.7;700;16.81;97.62;N.a.;16:06:21:003;;
467.450;77.9;770;15.80;89.93;N.a.;16:06:21:556;;
468.244;75.6;794;15.21;84.19;N.a.;16:06:22:642;;
469.025;76.8;781;14.79;78.70;1.0200;16:06:23:191;;
469.772;80.3;747;14.56;74.11;1.0754;16:06:24:282;;
470.510;81.3;738;14.40;69.41;N.a.;16:06:24:830;;
471.226;83.8;716;14.41;69.16;N.a.;16:06:25:374;;
471.901;88.9;675;14.35;68.39;N.a.;16:06:25:921;;
472.551;92.3;650;14.34;69.28;1.0100;16:06:26:469;;
473.187;94.3;636;14.39;72.41;0.9480;16:06:27:022;;
473.812;96.0;625;14.43;76.79;N.a.;16:06:28:117;;
474.430;97.1;618;14.42;80.66;N.a.;16:06:28:668;;
475.041;98.2;611;14.41;85.85;N.a.;16:06:29:207;;
475.639;100.3;598;14.39;89.78;1.0300;16:06:29:754;;
476.249;98.4;610;14.36;93.72;1.1248;16:06:30:301;;
476.900;92.2;651;14.30;97.66;N.a.;16:06:30:850;;
477.602;85.5;702;14.22;98.40;N.a.;16:06:31:400;;
478.338;81.5;736;14.08;93.14;N.a.;16:06:32:492;;
479.086;80.2;748;13.98;89.57;1.0000;16:06:33:603;;
479.816;82.2;730;13.92;86.40;0.8749;16:06:34:134;;
480.517;85.6;701;13.92;84.31;N.a.;16:06:34:683;;
481.174;91.3;657;13.98;82.53;N.a.;16:06:35:235;;
481.816;93.5;642;14.33;82.47;N.a.;16:06:35:782;;
482.453;94.2;637;14.53;83.29;0.8800;16:06:36:334;;
483.100;92.7;647;14.78;84.43;0.8972;16:06:36:873;;
483.772;89.3;672;14.95;85.29;N.a.;16:06:37:971;;
484.484;84.3;712;15.10;86.14;N.a.;16:06:38:538;;
485.247;78.6;763;15.24;87.00;N.a.;16:06:39:089;;
486.015;78.1;768;15.41;88.14;0.9300;16:06:39:612;;
486.773;79.2;758;15.56;89.67;0.9567;16:06:40:706;;
487.521;80.2;748;15.64;91.44;N.a.;16:06:41:263;;
488.230;84.6;709;15.63;93.42;N.a.;16:06:41:799;;
488.920;87.0;690;15.52;95.61;N.a.;16:06:42:898;;
489.582;90.6;662;15.39;97.38;1.2900;16:06:43:449;;
490.239;91.3;657;15.21;99.14;1.6304;16:06:43:988;;
490.889;92.3;650;14.96;98.74;N.a.;16:06:44:536;;
491.551;90.6;662;14.79;97.17;N.a.;16:06:45:087;;
492.228;88.6;677;14.64;95.59;N.a.;16:06:46:181;;
492.934;85.0;706;14.45;93.20;1.3700;16:06:46:735;;
493.689;79.5;755;14.31;91.22;1.1129;16:06:47:273;;
494.455;78.3;766;14.16;89.33;N.a.;16:06:47:843;;
495.229;77.5;774;14.02;87.94;N.a.;16:06:48:916;;
495.972;80.8;743;13.92;87.24;N.a.;16:06:49:464;;
496.679;84.9;707;13.82;86.83;1.1700;16:06:50:014;;
497.366;87.3;687;13.72;86.88;1.2127;16:06:51:110;;
498.037;89.4;671;13.58;86.92;N.a.;16:06:51:653;;
498.687;92.3;650;13.31;86.98;N.a.;16:06:52:201;;
499.321;94.6;634;13.05;87.03;N.a.;16:06:52:749;;
499.955;94.6;634;12.74;87.07;1.2100;16:06:53:302;;
500.590;94.5;635;12.41;87.11;1.2122;16:06:53:865;;
501.263;89.2;673;12.17;87.49;N.a.;16:06:54:944;;
501.985;83.1;722;11.90;88.40;N.a.;16:06:55:485;;
502.734;80.1;749;11.76;89.43;N.a.;16:06:56:033;;
503.493;79.1;759;11.64;91.28;1.3100;16:06:56:583;;
504.250;79.3;757;11.60;93.66;1.4194;16:06:58:226;;
504.983;81.9;733;11.60;95.59;N.a.;16:06:58:265;;
505.707;82.9;724;11.67;97.53;N.a.;16:06:59:341;;
506.395;87.2;688;11.87;99.88;N.a.;16:06:59:877;;
507.050;91.6;655;12.11;97.94;1.4800;16:07:00:412;;
507.688;94.0;638;12.42;96.00;1.5375;16:07:00:963;;
508.340;92.0;652;12.80;94.06;N.a.;16:07:01:516;;
509.014;89.0;674;13.34;91.97;N.a.;16:07:02:056;;
509.745;82.1;731;13.72;90.94;N.a.;16:07:03:153;;
510.500;79.5;755;14.18;90.26;1.5200;16:07:03:698;;
