Device: samsung SM-G970U1; eSense app version: 4.5.91; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;F3-skin;;;;
DATE (HH:MM:SS);15.06.20 15:59:57;;;;
TIME (HH:MM:SS);00:27:29;;;;
MAXIMUM;11.39 µS;;;;
MINIMUM;2.39 µS;;;;
DIFFERENCE MIN/MAX;9 µS;;;;
AVERAGE OF SESSION;5.97 µS;;;;
TIME INCREASE (HH:MM:SS);00:07:36;;;;
TIME STEADY (HH:MM:SS);00:01:31;;;;
TIME DECREASE (HH:MM:SS);00:18:21;;;;
;;;;;
TOTAL SCR;108;;;;
% of SCR OF SESSION;28.9%;;;;
Red hands;6;;;;
Orange hands;72;;;;
Yellow hands;169;;;;
Green hands;83;;;;
0-5 SCR/MIN (HH:MM:SS);00:20:17;;;;
6-9 SCR/MIN (HH:MM:SS);00:06:54;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:20;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
WHAT IS YOUR POSITION?;SITTING ON A CHAIR;;;;
ELECTRODE TYPE:;VELCRO ELECTRODES;;;;
422.8;2.92;16:07:00:563;0;1;
423.0;2.92;16:07:00:763;0;1;
423.2;2.92;16:07:00:963;0;1;
423.4;2.91;16:07:01:163;0;1;
423.6;2.91;16:07:01:363;0;1;
423.8;2.90;16:07:01:563;0;1;
424.0;2.90;16:07:01:763;0;1;
424.2;2.88;16:07:01:963;0;1;
424.4;2.88;16:07:02:163;0;1;
424.6;2.88;16:07:02:363;0;1;
424.8;2.87;16:07:02:563;0;1;
425.0;2.87;16:07:02:763;0;1;
425.2;2.87;16:07:02:963;0;1;
425.4;2.85;16:07:03:163;0;1;
425.6;2.85;16:07:03:363;0;1;
425.8;2.85;16:07:03:563;0;1;
426.0;2.84;16:07:03:763;0;1;
426.2;2.84;16:07:03:963;0;1;
426.4;2.84;16:07:04:163;0;1;
426.6;2.84;16:07:04:363;0;1;
426.8;2.83;16:07:04:563;0;1;
427.0;2.83;16:07:04:763;0;1;
427.2;2.83;16:07:04:963;0;1;
427.4;2.83;16:07:05:163;0;1;
427.6;2.83;16:07:05:363;0;1;
427.8;2.82;16:07:05:563;0;1;
428.0;2.81;16:07:05:763;0;1;
428.2;2.81;16:07:05:963;0;1;
428.4;2.81;16:07:06:163;0;1;
428.6;2.80;16:07:06:363;0;1;
428.8;2.80;16:07:06:563;0;1;
429.0;2.80;16:07:06:763;0;1;
429.2;2.80;16:07:06:963;0;0;
429.4;2.80;16:07:07:163;0;0;
429.6;2.79;16:07:07:363;0;0;
429.8;2.79;16:07:07:563;0;0;
430.0;2.79;16:07:07:763;0;0;
430.2;2.78;16:07:07:963;0;0;
430.4;2.78;16:07:08:163;0;0;
430.6;2.78;16:07:08:363;0;0;
430.8;2.78;16:07:08:563;0;0;
431.0;2.77;16:07:08:763;0;0;
431.2;2.77;16:07:08:963;0;0;
431.4;2.77;16:07:09:163;0;0;
431.6;2.77;16:07:09:363;0;0;
431.8;2.76;16:07:09:563;0;0;
432.0;2.76;16:07:09:763;0;0;
432.2;2.76;16:07:09:963;0;0;
432.4;2.76;16:07:10:163;0;0;
432.6;2.76;16:07:10:363;0;0;
432.8;2.76;16:07:10:563;0;0;
433.0;2.75;16:07:10:763;0;0;
433.2;2.75;16:07:10:963;0;0;
433.4;2.75;16:07:11:163;0;0;
433.6;2.75;16:07:11:363;0;0;
433.8;2.74;16:07:11:563;0;0;
434.0;2.74;16:07:11:763;0;0;
434.2;2.74;16:07:11:963;0;0;
434.4;2.74;16:07:12:163;0;0;
434.6;2.73;16:07:12:363;0;0;
434.8;2.73;16:07:12:563;0;0;
435.0;2.73;16:07:12:763;0;0;
435.2;2.73;16:07:12:963;0;0;
435.4;2.73;16:07:13:163;0;0;
435.6;2.73;16:07:13:363;0;0;
435.8;2.73;16:07:13:563;0;0;
436.0;2.73;16:07:13:763;0;0;
436.2;2.73;16:07:13:963;0;0;
436.4;2.73;16:07:14:163;0;0;
436.6;2.73;16:07:14:363;0;0;
436.8;2.73;16:07:14:563;0;0;
437.0;2.73;16:07:14:763;0;0;
437.2;2.73;16:07:14:963;0;0;
437.4;2.73;16:07:15:163;0;0;
437.6;2.73;16:07:15:363;0;0;
437.8;2.73;16:07:15:563;0;0;
438.0;2.73;16:07:15:763;0;0;
438.2;2.73;16:07:15:963;0;0;
438.4;2.73;16:07:16:163;0;0;
438.6;2.73;16:07:16:363;0;0;
438.8;2.73;16:07:16:563;0;0;
439.0;2.72;16:07:16:763;0;0;
439.2;2.72;16:07:16:963;0;0;
439.4;2.72;16:07:17:163;0;0;
439.6;2.72;16:07:17:363;0;0;
439.8;2.72;16:07:17:563;0;0;
440.0;2.72;16:07:17:763;0;0;
440.2;2.72;16:07:17:963;0;0;
440.4;2.72;16:07:18:163;0;0;
440.6;2.72;16:07:18:363;0;0;
440.8;2.71;16:07:18:563;0;0;
441.0;2.71;16:07:18:763;0;0;
441.2;2.71;16:07:18:963;0;0;
441.4;2.71;16:07:19:163;0;0;
441.6;2.70;16:07:19:363;0;0;
441.8;2.70;16:07:19:563;0;0;
442.0;2.70;16:07:19:763;0;0;
442.2;2.70;16:07:19:963;0;0;
442.4;2.69;16:07:20:163;0;0;
442.6;2.69;16:07:20:363;0;0;
442.8;2.69;16:07:20:563;0;0;
443.0;2.69;16:07:20:763;0;0;
443.2;2.69;16:07:20:963;0;0;
443.4;2.68;16:07:21:163;0;0;
443.6;2.68;16:07:21:363;0;0;
443.8;2.68;16:07:21:563;0;0;
444.0;2.68;16:07:21:763;0;0;
444.2;2.68;16:07:21:963;0;0;
444.4;2.68;16:07:22:163;0;0;
444.6;2.67;16:07:22:363;0;0;
444.8;2.67;16:07:22:563;0;0;
445.0;2.68;16:07:22:763;0;0;
445.2;2.67;16:07:22:963;0;0;
445.4;2.67;16:07:23:163;0;0;
445.6;2.67;16:07:23:363;0;0;
445.8;2.68;16:07:23:563;0;0;
446.0;2.68;16:07:23:763;0;0;
446.2;2.68;16:07:23:963;0;0;
446.4;2.68;16:07:24:163;0;0;
446.6;2.67;16:07:24:363;0;0;
446.8;2.67;16:07:24:563;0;0;
447.0;2.67;16:07:24:763;0;0;
447.2;2.67;16:07:24:963;0;0;
447.4;2.67;16:07:25:163;0;0;
447.6;2.67;16:07:25:363;0;0;
447.8;2.66;16:07:25:563;0;0;
448.0;2.66;16:07:25:763;0;0;
448.2;2.66;16:07:25:963;0;0;
448.4;2.66;16:07:26:163;0;0;
448.6;2.66;16:07:26:363;0;0;
448.8;2.66;16:07:26:563;0;0;
449.0;2.65;16:07:26:763;0;0;
449.2;2.65;16:07:26:963;0;0;
449.4;2.65;16:07:27:163;0;0;
449.6;2.65;16:07:27:363;0;0;
449.8;2.65;16:07:27:563;0;0;
450.0;2.65;16:07:27:763;0;0;
450.2;2.64;16:07:27:963;0;0;
450.4;2.64;16:07:28:163;0;0;
450.6;2.64;16:07:28:363;0;0;
450.8;2.64;16:07:28:563;0;0;
451.0;2.64;16:07:28:763;0;0;
451.2;2.65;16:07:28:963;0;0;
451.4;2.65;16:07:29:163;0;0;
451.6;2.66;16:07:29:363;0;0;
451.8;2.66;16:07:29:563;0;0;
452.0;2.66;16:07:29:763;0;0;
452.2;2.67;16:07:29:963;0;0;
452.4;2.67;16:07:30:163;0;0;
452.6;2.67;16:07:30:363;0;0;
452.8;2.67;16:07:30:563;0;0;
453.0;2.67;16:07:30:763;0;0;
453.2;2.67;16:07:30:963;0;0;
453.4;2.67;16:07:31:163;0;0;
453.6;2.67;16:07:31:363;0;0;
453.8;2.67;16:07:31:563;0;0;
454.0;2.67;16:07:31:763;0;0;
454.2;2.67;16:07:31:963;0;0;
454.4;2.67;16:07:32:163;0;0;
454.6;2.67;16:07:32:363;0;0;
454.8;2.67;16:07:32:563;0;0;
455.0;2.68;16:07:32:763;0;0;
455.2;2.68;16:07:32:963;0;0;
455.4;2.69;16:07:33:163;0;0;
455.6;2.69;16:07:33:363;0;0;
455.8;2.70;16:07:33:563;0;0;
456.0;2.71;16:07:33:763;0;0;
456.2;2.73;16:07:33:963;0;0;
456.4;2.74;16:07:34:163;0;0;
456.6;2.75;16:07:34:363;0;0;
456.8;2.75;16:07:34:563;0;0;
457.0;2.76;16:07:34:763;0;0;
457.2;2.77;16:07:34:963;0;0;
457.4;2.78;16:07:35:163;0;0;
457.6;2.79;16:07:35:363;0;0;
457.8;2.80;16:07:35:563;0;0;
458.0;2.81;16:07:35:763;0;0;
458.2;2.83;16:07:35:963;0;0;
458.4;2.83;16:07:36:163;0;0;
458.6;2.84;16:07:36:363;0;0;
458.8;2.86;16:07:36:563;0;0;
459.0;2.90;16:07:36:763;0;0;
459.2;2.92;16:07:36:963;0;0;
459.4;2.95;16:07:37:163;0;0;
459.6;2.96;16:07:37:363;0;0;
459.8;2.97;16:07:37:563;0;0;
460.0;3.01;16:07:37:763;0;0;
460.2;3.06;16:07:37:963;0;0;
460.4;3.10;16:07:38:163;0;0;
460.6;3.13;16:07:38:363;0;0;
460.8;3.13;16:07:38:563;0;0;
461.0;3.13;16:07:38:763;0;0;
461.2;3.15;16:07:38:963;0;0;
461.4;3.16;16:07:39:163;0;0;
461.6;3.16;16:07:39:363;0;0;
461.8;3.18;16:07:39:563;0;0;
462.0;3.19;16:07:39:763;0;0;
462.2;3.19;16:07:39:963;1;0;
462.4;3.20;16:07:40:163;1;0;
462.6;3.20;16:07:40:363;1;0;
462.8;3.20;16:07:40:563;1;0;
463.0;3.19;16:07:40:763;1;0;
463.2;3.19;16:07:40:963;1;0;
463.4;3.19;16:07:41:163;1;0;
463.6;3.18;16:07:41:363;1;0;
463.8;3.17;16:07:41:563;1;0;
464.0;3.16;16:07:41:763;1;0;
464.2;3.15;16:07:41:963;1;0;
464.4;3.15;16:07:42:163;1;0;
464.6;3.13;16:07:42:363;1;0;
464.8;3.12;16:07:42:563;1;0;
465.0;3.12;16:07:42:763;1;0;
465.2;3.10;16:07:42:963;1;0;
465.4;3.10;16:07:43:163;1;0;
465.6;3.10;16:07:43:363;1;0;
465.8;3.09;16:07:43:563;1;0;
466.0;3.08;16:07:43:763;1;0;
466.2;3.07;16:07:43:963;1;0;
466.4;3.07;16:07:44:163;1;0;
466.6;3.07;16:07:44:363;1;0;
466.8;3.07;16:07:44:563;1;1;
467.0;3.07;16:07:44:763;1;1;
467.2;3.06;16:07:44:963;1;1;
467.4;3.05;16:07:45:163;1;1;
467.6;3.05;16:07:45:363;1;1;
467.8;3.05;16:07:45:563;1;1;
468.0;3.04;16:07:45:763;1;1;
468.2;3.04;16:07:45:963;1;1;
468.4;3.04;16:07:46:163;1;1;
468.6;3.03;16:07:46:363;1;1;
468.8;3.03;16:07:46:563;1;1;
469.0;3.03;16:07:46:763;1;1;
469.2;3.02;16:07:46:963;1;1;
469.4;3.01;16:07:47:163;1;1;
469.6;3.01;16:07:47:363;1;1;
469.8;3.01;16:07:47:563;1;1;
470.0;3.00;16:07:47:763;1;1;
470.2;3.00;16:07:47:963;1;1;
470.4;3.00;16:07:48:163;1;1;
470.6;2.99;16:07:48:363;1;1;
470.8;2.99;16:07:48:563;1;1;
471.0;2.99;16:07:48:763;1;1;
471.2;2.99;16:07:48:963;1;1;
471.4;2.98;16:07:49:163;1;1;
471.6;2.98;16:07:49:363;1;1;
471.8;2.98;16:07:49:563;1;1;
472.0;2.98;16:07:49:763;1;1;
472.2;2.97;16:07:49:963;1;1;
472.4;2.97;16:07:50:163;1;1;
472.6;2.97;16:07:50:363;0;1;
472.8;2.97;16:07:50:563;0;1;
473.0;2.97;16:07:50:763;0;1;
473.2;2.96;16:07:50:963;0;1;
473.4;2.96;16:07:51:163;0;1;
473.6;2.96;16:07:51:363;0;1;
473.8;2.96;16:07:51:563;0;1;
474.0;2.96;16:07:51:763;0;1;
474.2;2.96;16:07:51:963;0;1;
474.4;2.95;16:07:52:163;0;1;
474.6;2.95;16:07:52:363;0;1;
474.8;2.95;16:07:52:563;0;1;
475.0;2.95;16:07:52:763;0;1;
475.2;2.94;16:07:52:963;0;1;
475.4;2.94;16:07:53:163;0;1;
475.6;2.94;16:07:53:363;0;1;
475.8;2.94;16:07:53:563;0;1;
476.0;2.94;16:07:53:763;0;1;
476.2;2.93;16:07:53:963;0;1;
476.4;2.93;16:07:54:163;0;1;
476.6;2.93;16:07:54:363;0;1;
476.8;2.93;16:07:54:563;0;1;
477.0;2.93;16:07:54:763;0;1;
477.2;2.92;16:07:54:963;0;1;
477.4;2.92;16:07:55:163;0;1;
477.6;2.92;16:07:55:363;0;1;
477.8;2.92;16:07:55:563;0;1;
478.0;2.92;16:07:55:763;0;1;
478.2;2.92;16:07:55:963;0;1;
478.4;2.91;16:07:56:163;0;1;
478.6;2.91;16:07:56:363;0;1;
478.8;2.91;16:07:56:563;0;1;
479.0;2.90;16:07:56:763;0;1;
479.2;2.90;16:07:56:963;0;1;
479.4;2.90;16:07:57:163;0;1;
479.6;2.90;16:07:57:363;0;1;
479.8;2.90;16:07:57:563;0;1;
480.0;2.90;16:07:57:763;0;1;
480.2;2.90;16:07:57:963;0;1;
480.4;2.89;16:07:58:163;0;1;
480.6;2.89;16:07:58:363;0;1;
480.8;2.89;16:07:58:563;0;1;
481.0;2.89;16:07:58:763;0;1;
481.2;2.89;16:07:58:963;0;1;
481.4;2.89;16:07:59:163;0;1;
481.6;2.88;16:07:59:363;0;1;
481.8;2.88;16:07:59:563;0;1;
482.0;2.88;16:07:59:763;0;1;
482.2;2.88;16:07:59:963;0;1;
482.4;2.88;16:08:00:163;0;1;
482.6;2.87;16:08:00:363;0;1;
482.8;2.87;16:08:00:563;0;1;
483.0;2.87;16:08:00:763;0;1;
483.2;2.87;16:08:00:963;0;1;
483.4;2.87;16:08:01:163;0;1;
483.6;2.87;16:08:01:363;0;1;
483.8;2.87;16:08:01:563;0;1;
484.0;2.87;16:08:01:763;0;1;
484.2;2.87;16:08:01:963;0;1;
484.4;2.86;16:08:02:163;0;1;
484.6;2.86;16:08:02:363;0;1;
484.8;2.86;16:08:02:563;0;1;
485.0;2.86;16:08:02:763;0;1;
485.2;2.86;16:08:02:963;0;1;
485.4;2.85;16:08:03:163;0;1;
485.6;2.85;16:08:03:363;0;1;
485.8;2.85;16:08:03:563;0;1;
486.0;2.85;16:08:03:763;0;1;
486.2;2.85;16:08:03:963;0;1;
486.4;2.84;16:08:04:163;0;1;
486.6;2.84;16:08:04:363;0;1;
486.8;2.84;16:08:04:563;0;1;
487.0;2.84;16:08:04:763;0;1;
487.2;2.84;16:08:04:963;0;1;
487.4;2.84;16:08:05:163;0;1;
487.6;2.84;16:08:05:363;0;1;
487.8;2.85;16:08:05:563;0;1;
488.0;2.85;16:08:05:763;0;1;
488.2;2.85;16:08:05:963;0;1;
488.4;2.86;16:08:06:163;0;1;
488.6;2.86;16:08:06:363;0;1;
488.8;2.87;16:08:06:563;0;1;
489.0;2.87;16:08:06:763;0;1;
489.2;2.87;16:08:06:963;0;1;
489.4;2.87;16:08:07:163;0;1;
489.6;2.87;16:08:07:363;0;1;
489.8;2.87;16:08:07:563;0;1;
490.0;2.87;16:08:07:763;0;1;
490.2;2.86;16:08:07:963;0;1;
490.4;2.86;16:08:08:163;0;1;
490.6;2.86;16:08:08:363;0;1;
490.8;2.86;16:08:08:563;0;1;
491.0;2.85;16:08:08:763;0;1;
491.2;2.85;16:08:08:963;0;1;
491.4;2.85;16:08:09:163;0;1;
491.6;2.85;16:08:09:363;0;1;
491.8;2.85;16:08:09:563;0;1;
492.0;2.85;16:08:09:763;0;1;
492.2;2.85;16:08:09:963;0;1;
492.4;2.84;16:08:10:163;0;1;
492.6;2.84;16:08:10:363;0;1;
492.8;2.84;16:08:10:563;0;1;
493.0;2.84;16:08:10:763;0;1;
493.2;2.85;16:08:10:963;0;1;
493.4;2.86;16:08:11:163;0;1;
493.6;2.92;16:08:11:363;0;1;
493.8;2.92;16:08:11:563;0;1;
494.0;2.99;16:08:11:763;0;1;
494.2;3.05;16:08:11:963;0;1;
494.4;3.11;16:08:12:163;0;1;
494.6;3.15;16:08:12:363;0;1;
494.8;3.21;16:08:12:563;0;1;
495.0;3.21;16:08:12:763;0;1;
495.2;3.22;16:08:12:963;0;1;
495.4;3.25;16:08:13:163;0;1;
495.6;3.26;16:08:13:363;0;1;
495.8;3.27;16:08:13:563;0;1;
496.0;3.27;16:08:13:763;0;1;
496.2;3.28;16:08:13:963;0;1;
496.4;3.27;16:08:14:163;0;1;
496.6;3.24;16:08:14:363;0;1;
496.8;3.22;16:08:14:563;0;1;
497.0;3.19;16:08:14:763;0;1;
497.2;3.19;16:08:14:963;0;1;
497.4;3.17;16:08:15:163;0;1;
497.6;3.17;16:08:15:363;0;1;
497.8;3.22;16:08:15:563;0;1;
498.0;3.24;16:08:15:763;0;1;
498.2;3.24;16:08:15:963;0;1;
498.4;3.30;16:08:16:163;0;1;
498.6;3.36;16:08:16:363;1;1;
498.8;3.42;16:08:16:563;1;1;
499.0;3.48;16:08:16:763;1;1;
499.2;3.57;16:08:16:963;1;1;
499.4;3.57;16:08:17:163;1;1;
499.6;3.63;16:08:17:363;1;1;
499.8;3.65;16:08:17:563;1;1;
500.0;3.62;16:08:17:763;1;1;
500.2;3.62;16:08:17:963;1;1;
500.4;3.60;16:08:18:163;1;2;
500.6;3.60;16:08:18:363;1;2;
500.8;3.59;16:08:18:563;1;2;
501.0;3.57;16:08:18:763;1;2;
501.2;3.55;16:08:18:963;1;2;
501.4;3.55;16:08:19:163;1;2;
501.6;3.55;16:08:19:363;1;2;
501.8;3.54;16:08:19:563;1;2;
502.0;3.54;16:08:19:763;1;2;
502.2;3.54;16:08:19:963;1;2;
502.4;3.55;16:08:20:163;1;2;
502.6;3.55;16:08:20:363;1;2;
502.8;3.55;16:08:20:563;1;2;
503.0;3.55;16:08:20:763;1;2;
503.2;3.54;16:08:20:963;1;2;
503.4;3.53;16:08:21:163;1;2;
503.6;3.52;16:08:21:363;1;2;
503.8;3.51;16:08:21:563;1;2;
504.0;3.50;16:08:21:763;1;3;
504.2;3.50;16:08:21:963;1;3;
504.4;3.49;16:08:22:163;1;3;
504.6;3.48;16:08:22:363;1;3;
504.8;3.46;16:08:22:563;1;3;
505.0;3.45;16:08:22:763;1;3;
505.2;3.45;16:08:22:963;1;3;
505.4;3.44;16:08:23:163;1;3;
505.6;3.42;16:08:23:363;1;3;
505.8;3.41;16:08:23:563;1;3;
506.0;3.40;16:08:23:763;1;3;
506.2;3.39;16:08:23:963;1;3;
506.4;3.38;16:08:24:163;1;3;
506.6;3.38;16:08:24:363;1;3;
506.8;3.36;16:08:24:563;1;3;
507.0;3.34;16:08:24:763;1;3;
507.2;3.34;16:08:24:963;1;3;
507.4;3.34;16:08:25:163;1;3;
507.6;3.33;16:08:25:363;1;3;
507.8;3.33;16:08:25:563;1;3;
508.0;3.31;16:08:25:763;1;3;
508.2;3.31;16:08:25:963;1;3;
508.4;3.31;16:08:26:163;1;3;
508.6;3.30;16:08:26:363;1;3;
508.8;3.29;16:08:26:563;1;3;
509.0;3.29;16:08:26:763;1;3;
509.2;3.28;16:08:26:963;1;3;
509.4;3.27;16:08:27:163;1;3;
509.6;3.27;16:08:27:363;0;3;
509.8;3.26;16:08:27:563;0;3;
510.0;3.26;16:08:27:763;0;3;
510.2;3.25;16:08:27:963;0;3;
510.4;3.25;16:08:28:163;0;3;
510.6;3.25;16:08:28:363;0;3;
510.8;3.24;16:08:28:563;0;3;
511.0;3.24;16:08:28:763;0;3;
511.2;3.24;16:08:28:963;0;3;
511.4;3.25;16:08:29:163;0;3;
511.6;3.26;16:08:29:363;0;3;
511.8;3.27;16:08:29:563;0;3;
512.0;3.28;16:08:29:763;0;3;
512.2;3.30;16:08:29:963;0;3;
512.4;3.33;16:08:30:163;0;3;
512.6;3.34;16:08:30:363;0;3;
512.8;3.37;16:08:30:563;0;3;
513.0;3.38;16:08:30:763;0;3;
513.2;3.40;16:08:30:963;0;3;
513.4;3.45;16:08:31:163;0;3;
513.6;3.54;16:08:31:363;0;3;
513.8;3.56;16:08:31:563;0;3;
514.0;3.65;16:08:31:763;0;3;
514.2;3.79;16:08:31:963;0;3;
514.4;3.79;16:08:32:163;0;3;
514.6;3.88;16:08:32:363;0;3;
514.8;4.00;16:08:32:563;0;3;
515.0;4.06;16:08:32:763;0;3;
515.2;4.13;16:08:32:963;0;3;
515.4;4.13;16:08:33:163;0;3;
515.6;4.16;16:08:33:363;0;3;
515.8;4.18;16:08:33:563;0;3;
516.0;4.24;16:08:33:763;0;3;
516.2;4.25;16:08:33:963;0;3;
516.4;4.25;16:08:34:163;0;3;
516.6;4.25;16:08:34:363;1;3;
516.8;4.25;16:08:34:563;1;3;
517.0;4.21;16:08:34:763;1;3;
517.2;4.19;16:08:34:963;1;3;
517.4;4.17;16:08:35:163;1;3;
517.6;4.14;16:08:35:363;1;3;
517.8;4.14;16:08:35:563;1;3;
518.0;4.11;16:08:35:763;1;3;
518.2;4.06;16:08:35:963;1;3;
518.4;4.04;16:08:36:163;1;3;
518.6;3.99;16:08:36:363;1;3;
518.8;3.99;16:08:36:563;1;3;
519.0;3.96;16:08:36:763;1;3;
519.2;3.94;16:08:36:963;1;3;
519.4;3.91;16:08:37:163;1;3;
519.6;3.89;16:08:37:363;1;3;
519.8;3.86;16:08:37:563;1;3;
520.0;3.86;16:08:37:763;1;3;
520.2;3.85;16:08:37:963;1;3;
520.4;3.83;16:08:38:163;1;3;
520.6;3.81;16:08:38:363;1;3;
520.8;3.79;16:08:38:563;1;4;
521.0;3.78;16:08:38:763;1;4;
521.2;3.78;16:08:38:963;1;4;
521.4;3.77;16:08:39:163;1;4;
521.6;3.75;16:08:39:363;1;4;
521.8;3.74;16:08:39:563;1;4;
522.0;3.72;16:08:39:763;1;4;
522.2;3.72;16:08:39:963;1;4;
522.4;3.71;16:08:40:163;1;4;
522.6;3.70;16:08:40:363;1;4;
522.8;3.69;16:08:40:563;1;4;
523.0;3.68;16:08:40:763;1;4;
523.2;3.67;16:08:40:963;1;4;
523.4;3.67;16:08:41:163;1;4;
523.6;3.66;16:08:41:363;1;4;
523.8;3.65;16:08:41:563;1;4;
524.0;3.64;16:08:41:763;1;4;
524.2;3.63;16:08:41:963;1;4;
524.4;3.62;16:08:42:163;1;4;
524.6;3.62;16:08:42:363;1;4;
524.8;3.61;16:08:42:563;1;4;
525.0;3.61;16:08:42:763;1;4;
525.2;3.60;16:08:42:963;1;4;
525.4;3.59;16:08:43:163;1;4;
525.6;3.59;16:08:43:363;0;4;
525.8;3.59;16:08:43:563;0;4;
526.0;3.58;16:08:43:763;0;4;
526.2;3.58;16:08:43:963;0;4;
526.4;3.58;16:08:44:163;0;4;
526.6;3.57;16:08:44:363;0;4;
526.8;3.57;16:08:44:563;0;4;
527.0;3.56;16:08:44:763;0;3;
527.2;3.56;16:08:44:963;0;3;
527.4;3.55;16:08:45:163;0;3;
527.6;3.55;16:08:45:363;0;3;
527.8;3.55;16:08:45:563;0;3;
528.0;3.56;16:08:45:763;0;3;
528.2;3.56;16:08:45:963;0;3;
528.4;3.58;16:08:46:163;0;3;
528.6;3.60;16:08:46:363;0;3;
528.8;3.60;16:08:46:563;0;3;
529.0;3.61;16:08:46:763;0;3;
529.2;3.62;16:08:46:963;0;3;
529.4;3.62;16:08:47:163;0;3;
529.6;3.61;16:08:47:363;0;3;
529.8;3.60;16:08:47:563;0;3;
530.0;3.60;16:08:47:763;0;3;
530.2;3.59;16:08:47:963;0;3;
530.4;3.59;16:08:48:163;0;3;
530.6;3.58;16:08:48:363;0;3;
530.8;3.57;16:08:48:563;0;3;
531.0;3.57;16:08:48:763;0;3;
531.2;3.56;16:08:48:963;0;3;
531.4;3.55;16:08:49:163;0;3;
531.6;3.55;16:08:49:363;0;3;
531.8;3.54;16:08:49:563;0;3;
532.0;3.54;16:08:49:763;0;3;
532.2;3.53;16:08:49:963;0;3;
532.4;3.52;16:08:50:163;0;3;
532.6;3.52;16:08:50:363;0;3;
532.8;3.51;16:08:50:563;0;3;
533.0;3.51;16:08:50:763;0;3;
533.2;3.50;16:08:50:963;0;3;
533.4;3.48;16:08:51:163;0;3;
533.6;3.48;16:08:51:363;0;3;
533.8;3.48;16:08:51:563;0;3;
534.0;3.47;16:08:51:763;0;3;
534.2;3.48;16:08:51:963;0;3;
534.4;3.48;16:08:52:163;0;3;
534.6;3.49;16:08:52:363;0;3;
534.8;3.49;16:08:52:563;0;3;
535.0;3.51;16:08:52:763;0;3;
535.2;3.59;16:08:52:963;0;3;
535.4;3.65;16:08:53:163;0;3;
535.6;3.73;16:08:53:363;0;3;
535.8;3.86;16:08:53:563;0;3;
536.0;3.86;16:08:53:763;0;3;
536.2;3.92;16:08:53:963;0;3;
536.4;3.97;16:08:54:163;0;3;
536.6;3.98;16:08:54:363;0;3;
536.8;3.94;16:08:54:563;0;3;
537.0;3.91;16:08:54:763;0;3;
537.2;3.91;16:08:54:963;0;3;
537.4;3.91;16:08:55:163;0;3;
537.6;3.88;16:08:55:363;0;3;
537.8;3.88;16:08:55:563;0;3;
538.0;3.91;16:08:55:763;0;3;
538.2;3.91;16:08:55:963;0;3;
538.4;3.94;16:08:56:163;0;3;
538.6;3.98;16:08:56:363;0;3;
538.8;4.00;16:08:56:563;0;3;
539.0;4.01;16:08:56:763;0;3;
539.2;4.01;16:08:56:963;0;3;
539.4;4.01;16:08:57:163;1;3;
539.6;4.01;16:08:57:363;1;3;
539.8;4.02;16:08:57:563;1;3;
540.0;4.03;16:08:57:763;1;3;
540.2;4.05;16:08:57:963;1;3;
540.4;4.08;16:08:58:163;1;3;
540.6;4.08;16:08:58:363;1;4;
540.8;4.14;16:08:58:563;1;4;
541.0;4.19;16:08:58:763;1;4;
541.2;4.23;16:08:58:963;1;4;
541.4;4.28;16:08:59:163;1;4;
541.6;4.28;16:08:59:363;1;4;
541.8;4.30;16:08:59:563;1;4;
542.0;4.30;16:08:59:763;1;4;
542.2;4.29;16:08:59:963;1;4;
542.4;4.26;16:09:00:163;1;4;
542.6;4.24;16:09:00:363;1;4;
542.8;4.24;16:09:00:563;1;4;
543.0;4.23;16:09:00:763;1;4;
543.2;4.25;16:09:00:963;1;4;
543.4;4.31;16:09:01:163;1;4;
543.6;4.42;16:09:01:363;1;4;
543.8;4.47;16:09:01:563;1;4;
544.0;4.47;16:09:01:763;1;4;
544.2;4.54;16:09:01:963;1;4;
544.4;4.56;16:09:02:163;1;4;
544.6;4.55;16:09:02:363;1;4;
544.8;4.53;16:09:02:563;1;4;
545.0;4.53;16:09:02:763;1;4;
545.2;4.53;16:09:02:963;1;4;
545.4;4.51;16:09:03:163;1;4;
545.6;4.51;16:09:03:363;1;4;
545.8;4.51;16:09:03:563;1;4;
546.0;4.50;16:09:03:763;1;5;
546.2;4.50;16:09:03:963;1;5;
546.4;4.52;16:09:04:163;1;5;
546.6;4.56;16:09:04:363;1;5;
546.8;4.63;16:09:04:563;1;5;
547.0;4.71;16:09:04:763;1;5;
547.2;4.79;16:09:04:963;1;5;
547.4;4.81;16:09:05:163;1;5;
547.6;4.84;16:09:05:363;1;5;
547.8;4.88;16:09:05:563;1;5;
548.0;4.88;16:09:05:763;1;5;
548.2;4.87;16:09:05:963;1;5;
548.4;4.86;16:09:06:163;1;6;
548.6;4.85;16:09:06:363;1;6;
548.8;4.82;16:09:06:563;1;6;
549.0;4.79;16:09:06:763;1;6;
549.2;4.75;16:09:06:963;1;6;
549.4;4.73;16:09:07:163;1;6;
549.6;4.72;16:09:07:363;1;6;
549.8;4.71;16:09:07:563;1;6;
550.0;4.71;16:09:07:763;1;6;
550.2;4.72;16:09:07:963;1;6;
