Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
470.8;2.34;19:52:26:325;0;2;
471.0;2.33;19:52:26:525;1;2;
471.2;2.33;19:52:26:725;1;2;
471.4;2.33;19:52:26:925;1;2;
471.6;2.33;19:52:27:125;1;2;
471.8;2.32;19:52:27:325;1;2;
472.0;2.31;19:52:27:525;1;3;
472.2;2.31;19:52:27:725;1;3;
472.4;2.31;19:52:27:925;1;3;
472.6;2.30;19:52:28:125;1;3;
472.8;2.30;19:52:28:325;1;3;
473.0;2.29;19:52:28:525;1;3;
473.2;2.29;19:52:28:725;1;3;
473.4;2.29;19:52:28:925;1;3;
473.6;2.29;19:52:29:125;1;3;
473.8;2.28;19:52:29:325;1;3;
474.0;2.28;19:52:29:525;1;3;
474.2;2.27;19:52:29:725;1;3;
474.4;2.27;19:52:29:925;1;3;
474.6;2.27;19:52:30:125;1;3;
474.8;2.27;19:52:30:325;0;3;
475.0;2.29;19:52:30:525;0;3;
475.2;2.32;19:52:30:725;0;3;
475.4;2.35;19:52:30:925;0;3;
475.6;2.37;19:52:31:125;0;3;
475.8;2.38;19:52:31:325;0;3;
476.0;2.40;19:52:31:525;0;3;
476.2;2.41;19:52:31:725;0;3;
476.4;2.41;19:52:31:925;0;3;
476.6;2.41;19:52:32:125;0;3;
476.8;2.41;19:52:32:325;0;3;
477.0;2.41;19:52:32:525;0;3;
477.2;2.40;19:52:32:725;0;3;
477.4;2.39;19:52:32:925;0;3;
477.6;2.38;19:52:33:125;0;3;
477.8;2.38;19:52:33:325;0;3;
478.0;2.38;19:52:33:525;0;3;
478.2;2.38;19:52:33:725;0;3;
478.4;2.37;19:52:33:925;0;3;
478.6;2.37;19:52:34:125;0;3;
478.8;2.36;19:52:34:325;0;3;
479.0;2.36;19:52:34:525;0;3;
479.2;2.35;19:52:34:725;0;3;
479.4;2.34;19:52:34:925;0;3;
479.6;2.34;19:52:35:125;0;3;
479.8;2.33;19:52:35:325;0;3;
480.0;2.33;19:52:35:525;0;3;
480.2;2.33;19:52:35:725;0;3;
480.4;2.33;19:52:35:925;0;3;
480.6;2.32;19:52:36:125;0;3;
480.8;2.32;19:52:36:325;0;3;
481.0;2.32;19:52:36:525;0;3;
481.2;2.32;19:52:36:725;0;3;
481.4;2.32;19:52:36:925;0;3;
481.6;2.32;19:52:37:125;0;3;
481.8;2.32;19:52:37:325;0;3;
482.0;2.31;19:52:37:525;0;3;
482.2;2.31;19:52:37:725;0;3;
482.4;2.31;19:52:37:925;0;3;
482.6;2.30;19:52:38:125;0;3;
482.8;2.30;19:52:38:325;0;3;
483.0;2.30;19:52:38:525;0;3;
483.2;2.33;19:52:38:725;0;3;
483.4;2.37;19:52:38:925;0;3;
483.6;2.39;19:52:39:125;0;3;
483.8;2.42;19:52:39:325;0;3;
484.0;2.45;19:52:39:525;0;3;
484.2;2.47;19:52:39:725;0;3;
484.4;2.49;19:52:39:925;0;3;
484.6;2.49;19:52:40:125;0;3;
484.8;2.49;19:52:40:325;0;3;
485.0;2.49;19:52:40:525;0;3;
485.2;2.48;19:52:40:725;0;3;
485.4;2.47;19:52:40:925;0;3;
485.6;2.46;19:52:41:125;0;3;
485.8;2.46;19:52:41:325;0;3;
486.0;2.46;19:52:41:525;0;3;
486.2;2.45;19:52:41:725;0;3;
486.4;2.46;19:52:41:925;0;3;
486.6;2.50;19:52:42:125;0;3;
486.8;2.54;19:52:42:325;0;3;
487.0;2.57;19:52:42:525;0;3;
487.2;2.60;19:52:42:725;0;3;
487.4;2.65;19:52:42:925;0;3;
487.6;2.70;19:52:43:125;0;3;
487.8;2.75;19:52:43:325;0;3;
488.0;2.78;19:52:43:525;0;2;
488.2;2.81;19:52:43:725;0;2;
488.4;2.86;19:52:43:925;0;2;
488.6;2.88;19:52:44:125;0;2;
488.8;2.91;19:52:44:325;0;2;
489.0;2.92;19:52:44:525;0;2;
489.2;2.92;19:52:44:725;0;2;
489.4;2.92;19:52:44:925;0;2;
489.6;2.93;19:52:45:125;0;2;
489.8;2.93;19:52:45:325;0;2;
490.0;2.93;19:52:45:525;0;2;
490.2;2.92;19:52:45:725;0;2;
490.4;2.92;19:52:45:925;0;2;
490.6;2.92;19:52:46:125;0;2;
490.8;2.92;19:52:46:325;0;2;
491.0;2.90;19:52:46:525;0;2;
491.2;2.88;19:52:46:725;0;2;
491.4;2.87;19:52:46:925;0;2;
491.6;2.87;19:52:47:125;0;2;
491.8;2.85;19:52:47:325;0;2;
492.0;2.84;19:52:47:525;0;2;
492.2;2.83;19:52:47:725;0;2;
492.4;2.81;19:52:47:925;0;2;
492.6;2.81;19:52:48:125;0;2;
492.8;2.80;19:52:48:325;0;2;
493.0;2.80;19:52:48:525;0;2;
493.2;2.79;19:52:48:725;0;2;
493.4;2.79;19:52:48:925;0;2;
493.6;2.78;19:52:49:125;0;2;
493.8;2.77;19:52:49:325;0;2;
494.0;2.76;19:52:49:525;0;2;
494.2;2.76;19:52:49:725;0;2;
494.4;2.75;19:52:49:925;0;2;
494.6;2.75;19:52:50:125;0;2;
494.8;2.75;19:52:50:325;0;2;
495.0;2.75;19:52:50:525;0;2;
495.2;2.75;19:52:50:725;0;2;
495.4;2.74;19:52:50:925;0;2;
495.6;2.75;19:52:51:125;0;2;
495.8;2.75;19:52:51:325;0;2;
496.0;2.74;19:52:51:525;0;2;
496.2;2.74;19:52:51:725;0;2;
496.4;2.74;19:52:51:925;0;2;
496.6;2.74;19:52:52:125;0;2;
496.8;2.75;19:52:52:325;0;2;
497.0;2.75;19:52:52:525;0;2;
497.2;2.76;19:52:52:725;0;2;
497.4;2.79;19:52:52:925;0;2;
497.6;2.81;19:52:53:125;0;2;
497.8;2.83;19:52:53:325;0;2;
498.0;2.83;19:52:53:525;0;2;
498.2;2.84;19:52:53:725;0;2;
498.4;2.84;19:52:53:925;0;2;
498.6;2.83;19:52:54:125;0;2;
498.8;2.84;19:52:54:325;0;2;
499.0;2.86;19:52:54:525;0;2;
499.2;2.88;19:52:54:725;0;2;
499.4;2.89;19:52:54:925;0;2;
499.6;2.91;19:52:55:125;0;2;
499.8;2.92;19:52:55:325;0;2;
500.0;2.94;19:52:55:525;0;2;
500.2;2.94;19:52:55:725;0;2;
500.4;2.94;19:52:55:925;0;2;
500.6;2.96;19:52:56:125;0;2;
500.8;3.03;19:52:56:325;0;2;
501.0;3.13;19:52:56:525;0;2;
501.2;3.23;19:52:56:725;0;2;
501.4;3.30;19:52:56:925;0;2;
501.6;3.33;19:52:57:125;1;2;
501.8;3.36;19:52:57:325;1;2;
502.0;3.40;19:52:57:525;1;2;
502.2;3.40;19:52:57:725;1;2;
502.4;3.38;19:52:57:925;1;3;
502.6;3.37;19:52:58:125;1;3;
502.8;3.35;19:52:58:325;1;3;
503.0;3.31;19:52:58:525;1;3;
503.2;3.27;19:52:58:725;1;3;
503.4;3.24;19:52:58:925;1;3;
503.6;3.21;19:52:59:125;1;3;
503.8;3.20;19:52:59:325;1;3;
504.0;3.19;19:52:59:525;1;3;
504.2;3.17;19:52:59:725;1;2;
504.4;3.15;19:52:59:925;1;2;
504.6;3.13;19:53:00:125;1;2;
504.8;3.12;19:53:00:325;1;2;
505.0;3.11;19:53:00:525;1;2;
505.2;3.10;19:53:00:725;1;2;
505.4;3.08;19:53:00:925;1;2;
505.6;3.07;19:53:01:125;1;2;
505.8;3.05;19:53:01:325;1;2;
506.0;3.05;19:53:01:525;1;3;
506.2;3.04;19:53:01:725;1;3;
506.4;3.03;19:53:01:925;1;3;
506.6;3.02;19:53:02:125;1;3;
506.8;3.01;19:53:02:325;1;3;
507.0;3.00;19:53:02:525;1;3;
507.2;3.00;19:53:02:725;1;3;
507.4;3.00;19:53:02:925;1;3;
507.6;3.00;19:53:03:125;1;3;
507.8;3.02;19:53:03:325;1;3;
508.0;3.05;19:53:03:525;1;3;
508.2;3.08;19:53:03:725;1;3;
508.4;3.10;19:53:03:925;1;3;
508.6;3.13;19:53:04:125;1;3;
508.8;3.19;19:53:04:325;1;3;
509.0;3.21;19:53:04:525;1;3;
509.2;3.23;19:53:04:725;1;3;
509.4;3.23;19:53:04:925;1;3;
509.6;3.23;19:53:05:125;1;3;
509.8;3.22;19:53:05:325;0;3;
510.0;3.20;19:53:05:525;0;3;
510.2;3.18;19:53:05:725;0;3;
510.4;3.16;19:53:05:925;0;3;
510.6;3.15;19:53:06:125;0;3;
510.8;3.14;19:53:06:325;0;3;
511.0;3.12;19:53:06:525;0;3;
511.2;3.10;19:53:06:725;0;3;
511.4;3.08;19:53:06:925;0;3;
511.6;3.07;19:53:07:125;0;3;
511.8;3.06;19:53:07:325;0;3;
512.0;3.05;19:53:07:525;0;3;
512.2;3.04;19:53:07:725;0;3;
512.4;3.02;19:53:07:925;0;3;
512.6;3.02;19:53:08:125;0;3;
512.8;3.02;19:53:08:325;0;3;
513.0;3.04;19:53:08:525;0;3;
513.2;3.09;19:53:08:725;0;3;
513.4;3.17;19:53:08:925;0;3;
513.6;3.26;19:53:09:125;0;3;
513.8;3.32;19:53:09:325;0;3;
514.0;3.34;19:53:09:525;0;3;
514.2;3.35;19:53:09:725;0;3;
514.4;3.38;19:53:09:925;0;3;
514.6;3.37;19:53:10:125;0;3;
514.8;3.35;19:53:10:325;0;3;
515.0;3.32;19:53:10:525;0;3;
515.2;3.30;19:53:10:725;0;3;
515.4;3.29;19:53:10:925;0;3;
515.6;3.26;19:53:11:125;0;3;
515.8;3.24;19:53:11:325;0;3;
516.0;3.21;19:53:11:525;0;3;
516.2;3.20;19:53:11:725;0;3;
516.4;3.19;19:53:11:925;0;3;
516.6;3.17;19:53:12:125;0;3;
516.8;3.15;19:53:12:325;0;3;
517.0;3.13;19:53:12:525;0;3;
517.2;3.12;19:53:12:725;0;3;
517.4;3.11;19:53:12:925;1;3;
517.6;3.10;19:53:13:125;1;3;
517.8;3.09;19:53:13:325;1;3;
518.0;3.08;19:53:13:525;1;3;
518.2;3.08;19:53:13:725;1;3;
518.4;3.06;19:53:13:925;1;4;
518.6;3.05;19:53:14:125;1;4;
518.8;3.04;19:53:14:325;1;4;
519.0;3.04;19:53:14:525;1;4;
519.2;3.02;19:53:14:725;1;4;
519.4;3.01;19:53:14:925;1;4;
519.6;3.01;19:53:15:125;1;4;
519.8;3.00;19:53:15:325;0;4;
520.0;3.00;19:53:15:525;0;4;
520.2;2.99;19:53:15:725;0;4;
520.4;2.98;19:53:15:925;0;4;
520.6;2.98;19:53:16:125;0;4;
520.8;2.97;19:53:16:325;0;4;
521.0;2.96;19:53:16:525;0;4;
521.2;2.96;19:53:16:725;0;4;
521.4;2.95;19:53:16:925;0;4;
521.6;2.94;19:53:17:125;0;4;
521.8;2.94;19:53:17:325;0;4;
522.0;2.94;19:53:17:525;0;4;
522.2;2.92;19:53:17:725;0;4;
522.4;2.92;19:53:17:925;0;4;
522.6;2.91;19:53:18:125;0;4;
522.8;2.91;19:53:18:325;0;4;
523.0;2.90;19:53:18:525;0;4;
523.2;2.90;19:53:18:725;0;4;
523.4;2.89;19:53:18:925;0;4;
523.6;2.88;19:53:19:125;0;4;
523.8;2.88;19:53:19:325;0;4;
524.0;2.87;19:53:19:525;0;4;
524.2;2.86;19:53:19:725;0;4;
524.4;2.86;19:53:19:925;0;4;
524.6;2.85;19:53:20:125;0;4;
524.8;2.84;19:53:20:325;0;4;
525.0;2.84;19:53:20:525;0;4;
525.2;2.84;19:53:20:725;0;4;
525.4;2.83;19:53:20:925;0;4;
525.6;2.83;19:53:21:125;0;4;
525.8;2.82;19:53:21:325;0;4;
526.0;2.81;19:53:21:525;0;4;
526.2;2.81;19:53:21:725;0;4;
526.4;2.81;19:53:21:925;0;4;
526.6;2.80;19:53:22:125;0;4;
526.8;2.80;19:53:22:325;0;4;
527.0;2.79;19:53:22:525;0;4;
527.2;2.79;19:53:22:725;0;4;
527.4;2.79;19:53:22:925;0;4;
527.6;2.78;19:53:23:125;0;4;
527.8;2.78;19:53:23:325;0;4;
528.0;2.77;19:53:23:525;0;4;
528.2;2.77;19:53:23:725;0;4;
528.4;2.76;19:53:23:925;0;4;
528.6;2.76;19:53:24:125;0;4;
528.8;2.76;19:53:24:325;0;4;
529.0;2.76;19:53:24:525;0;4;
529.2;2.77;19:53:24:725;0;4;
529.4;2.79;19:53:24:925;0;4;
529.6;2.79;19:53:25:125;0;4;
529.8;2.80;19:53:25:325;0;4;
530.0;2.80;19:53:25:525;0;4;
530.2;2.81;19:53:25:725;0;4;
530.4;2.81;19:53:25:925;0;4;
530.6;2.81;19:53:26:125;0;4;
530.8;2.81;19:53:26:325;0;4;
531.0;2.82;19:53:26:525;0;4;
531.2;2.84;19:53:26:725;0;4;
531.4;2.90;19:53:26:925;0;4;
531.6;2.96;19:53:27:125;0;4;
531.8;3.00;19:53:27:325;0;4;
532.0;3.03;19:53:27:525;0;4;
532.2;3.05;19:53:27:725;0;3;
532.4;3.09;19:53:27:925;0;3;
532.6;3.10;19:53:28:125;0;3;
532.8;3.10;19:53:28:325;0;3;
533.0;3.09;19:53:28:525;0;3;
533.2;3.09;19:53:28:725;0;3;
533.4;3.08;19:53:28:925;0;3;
533.6;3.06;19:53:29:125;0;3;
533.8;3.05;19:53:29:325;0;3;
534.0;3.05;19:53:29:525;0;3;
534.2;3.05;19:53:29:725;0;3;
534.4;3.06;19:53:29:925;0;3;
534.6;3.08;19:53:30:125;0;3;
534.8;3.10;19:53:30:325;0;3;
535.0;3.13;19:53:30:525;0;3;
535.2;3.13;19:53:30:725;0;3;
535.4;3.14;19:53:30:925;1;3;
535.6;3.14;19:53:31:125;1;3;
535.8;3.14;19:53:31:325;1;3;
536.0;3.13;19:53:31:525;1;3;
536.2;3.12;19:53:31:725;1;3;
536.4;3.11;19:53:31:925;1;3;
536.6;3.11;19:53:32:125;1;4;
536.8;3.09;19:53:32:325;1;4;
537.0;3.08;19:53:32:525;1;4;
537.2;3.06;19:53:32:725;1;4;
537.4;3.05;19:53:32:925;1;4;
537.6;3.05;19:53:33:125;1;4;
537.8;3.05;19:53:33:325;1;4;
538.0;3.07;19:53:33:525;1;4;
538.2;3.11;19:53:33:725;1;4;
538.4;3.20;19:53:33:925;1;4;
538.6;3.24;19:53:34:125;1;4;
538.8;3.28;19:53:34:325;1;4;
539.0;3.28;19:53:34:525;1;4;
539.2;3.29;19:53:34:725;1;4;
539.4;3.29;19:53:34:925;1;4;
539.6;3.28;19:53:35:125;1;4;
539.8;3.26;19:53:35:325;1;5;
540.0;3.26;19:53:35:525;1;5;
540.2;3.23;19:53:35:725;1;5;
540.4;3.21;19:53:35:925;1;5;
540.6;3.19;19:53:36:125;1;5;
540.8;3.17;19:53:36:325;1;5;
541.0;3.15;19:53:36:525;1;5;
541.2;3.15;19:53:36:725;1;5;
541.4;3.14;19:53:36:925;1;5;
541.6;3.12;19:53:37:125;1;5;
541.8;3.11;19:53:37:325;1;5;
542.0;3.09;19:53:37:525;1;5;
542.2;3.08;19:53:37:725;1;5;
542.4;3.08;19:53:37:925;1;5;
542.6;3.07;19:53:38:125;1;5;
542.8;3.06;19:53:38:325;1;5;
543.0;3.06;19:53:38:525;1;5;
543.2;3.06;19:53:38:725;1;6;
543.4;3.06;19:53:38:925;1;6;
543.6;3.08;19:53:39:125;1;6;
543.8;3.09;19:53:39:325;1;6;
544.0;3.12;19:53:39:525;1;6;
544.2;3.13;19:53:39:725;1;6;
544.4;3.13;19:53:39:925;1;6;
544.6;3.13;19:53:40:125;1;6;
544.8;3.13;19:53:40:325;1;6;
545.0;3.13;19:53:40:525;1;6;
545.2;3.11;19:53:40:725;1;6;
545.4;3.10;19:53:40:925;1;6;
545.6;3.09;19:53:41:125;1;6;
545.8;3.09;19:53:41:325;1;6;
546.0;3.09;19:53:41:525;1;6;
546.2;3.09;19:53:41:725;1;6;
546.4;3.11;19:53:41:925;1;6;
546.6;3.12;19:53:42:125;1;6;
546.8;3.12;19:53:42:325;1;6;
547.0;3.14;19:53:42:525;1;6;
547.2;3.14;19:53:42:725;1;6;
547.4;3.14;19:53:42:925;1;6;
547.6;3.13;19:53:43:125;1;6;
547.8;3.12;19:53:43:325;1;6;
548.0;3.12;19:53:43:525;1;6;
548.2;3.11;19:53:43:725;1;6;
548.4;3.10;19:53:43:925;1;6;
548.6;3.08;19:53:44:125;1;6;
548.8;3.07;19:53:44:325;0;6;
549.0;3.07;19:53:44:525;0;6;
549.2;3.06;19:53:44:725;0;6;
549.4;3.05;19:53:44:925;0;6;
549.6;3.06;19:53:45:125;0;6;
549.8;3.07;19:53:45:325;0;6;
550.0;3.10;19:53:45:525;0;6;
550.2;3.10;19:53:45:725;0;6;
550.4;3.13;19:53:45:925;0;6;
550.6;3.18;19:53:46:125;0;6;
550.8;3.30;19:53:46:325;0;6;
551.0;3.39;19:53:46:525;0;6;
551.2;3.50;19:53:46:725;0;6;
551.4;3.50;19:53:46:925;0;6;
551.6;3.54;19:53:47:125;0;6;
551.8;3.57;19:53:47:325;0;6;
552.0;3.57;19:53:47:525;0;6;
552.2;3.57;19:53:47:725;0;6;
552.4;3.57;19:53:47:925;0;6;
552.6;3.54;19:53:48:125;0;6;
552.8;3.51;19:53:48:325;0;6;
553.0;3.46;19:53:48:525;0;6;
553.2;3.43;19:53:48:725;0;6;
553.4;3.39;19:53:48:925;0;6;
553.6;3.39;19:53:49:125;0;6;
553.8;3.36;19:53:49:325;0;6;
554.0;3.34;19:53:49:525;0;6;
554.2;3.31;19:53:49:725;0;6;
554.4;3.29;19:53:49:925;0;6;
554.6;3.27;19:53:50:125;0;6;
554.8;3.27;19:53:50:325;1;6;
555.0;3.25;19:53:50:525;1;6;
555.2;3.23;19:53:50:725;1;6;
555.4;3.22;19:53:50:925;1;6;
555.6;3.21;19:53:51:125;1;6;
555.8;3.21;19:53:51:325;1;6;
556.0;3.19;19:53:51:525;1;6;
556.2;3.18;19:53:51:725;1;6;
556.4;3.18;19:53:51:925;1;7;
556.6;3.17;19:53:52:125;1;7;
556.8;3.16;19:53:52:325;1;7;
557.0;3.16;19:53:52:525;1;7;
557.2;3.15;19:53:52:725;1;7;
557.4;3.15;19:53:52:925;1;7;
557.6;3.14;19:53:53:125;1;7;
557.8;3.13;19:53:53:325;0;7;
558.0;3.12;19:53:53:525;0;7;
558.2;3.12;19:53:53:725;0;7;
558.4;3.12;19:53:53:925;0;7;
558.6;3.11;19:53:54:125;0;7;
558.8;3.10;19:53:54:325;0;7;
559.0;3.09;19:53:54:525;0;7;
559.2;3.09;19:53:54:725;0;7;
559.4;3.08;19:53:54:925;0;7;
559.6;3.08;19:53:55:125;0;7;
559.8;3.07;19:53:55:325;0;7;
560.0;3.06;19:53:55:525;0;7;
560.2;3.05;19:53:55:725;0;7;
560.4;3.05;19:53:55:925;0;7;
560.6;3.04;19:53:56:125;0;7;
560.8;3.03;19:53:56:325;0;7;
561.0;3.02;19:53:56:525;0;7;
561.2;3.02;19:53:56:725;0;7;
561.4;3.01;19:53:56:925;0;7;
561.6;3.01;19:53:57:125;0;7;
561.8;3.00;19:53:57:325;0;7;
562.0;2.99;19:53:57:525;0;7;
562.2;2.99;19:53:57:725;0;7;
562.4;2.98;19:53:57:925;0;7;
562.6;2.98;19:53:58:125;0;6;
562.8;2.98;19:53:58:325;0;6;
563.0;2.97;19:53:58:525;0;6;
563.2;2.98;19:53:58:725;0;6;
563.4;2.99;19:53:58:925;0;6;
563.6;3.02;19:53:59:125;0;6;
563.8;3.02;19:53:59:325;0;6;
564.0;3.04;19:53:59:525;0;6;
564.2;3.05;19:53:59:725;0;6;
564.4;3.06;19:53:59:925;0;6;
564.6;3.06;19:54:00:125;0;6;
564.8;3.05;19:54:00:325;0;6;
565.0;3.05;19:54:00:525;0;6;
565.2;3.04;19:54:00:725;0;6;
565.4;3.03;19:54:00:925;0;6;
565.6;3.02;19:54:01:125;0;6;
565.8;3.01;19:54:01:325;0;6;
566.0;3.01;19:54:01:525;0;6;
566.2;2.99;19:54:01:725;0;5;
566.4;2.98;19:54:01:925;0;5;
566.6;2.97;19:54:02:125;0;5;
566.8;2.96;19:54:02:325;0;5;
567.0;2.95;19:54:02:525;0;5;
567.2;2.95;19:54:02:725;0;5;
567.4;2.94;19:54:02:925;0;5;
567.6;2.94;19:54:03:125;0;5;
567.8;2.96;19:54:03:325;0;5;
568.0;3.01;19:54:03:525;0;5;
568.2;3.06;19:54:03:725;0;5;
568.4;3.07;19:54:03:925;0;5;
568.6;3.08;19:54:04:125;0;5;
568.8;3.14;19:54:04:325;0;5;
569.0;3.20;19:54:04:525;0;5;
569.2;3.27;19:54:04:725;0;5;
569.4;3.32;19:54:04:925;0;5;
569.6;3.37;19:54:05:125;0;5;
569.8;3.50;19:54:05:325;0;5;
570.0;3.62;19:54:05:525;0;5;
570.2;3.71;19:54:05:725;0;5;
570.4;3.79;19:54:05:925;0;5;
570.6;3.83;19:54:06:125;0;5;
570.8;3.84;19:54:06:325;0;5;
571.0;3.85;19:54:06:525;0;5;
571.2;3.84;19:54:06:725;0;5;
571.4;3.82;19:54:06:925;0;5;
571.6;3.78;19:54:07:125;0;5;
571.8;3.76;19:54:07:325;0;5;
572.0;3.74;19:54:07:525;0;5;
572.2;3.69;19:54:07:725;0;5;
572.4;3.64;19:54:07:925;0;5;
572.6;3.59;19:54:08:125;0;5;
572.8;3.57;19:54:08:325;0;5;
573.0;3.55;19:54:08:525;0;5;
573.2;3.52;19:54:08:725;0;5;
573.4;3.49;19:54:08:925;0;5;
573.6;3.47;19:54:09:125;0;5;
573.8;3.45;19:54:09:325;0;5;
574.0;3.44;19:54:09:525;1;5;
574.2;3.44;19:54:09:725;1;5;
574.4;3.42;19:54:09:925;1;5;
574.6;3.41;19:54:10:125;1;5;
574.8;3.39;19:54:10:325;1;5;
575.0;3.38;19:54:10:525;1;6;
575.2;3.38;19:54:10:725;1;6;
575.4;3.37;19:54:10:925;1;6;
575.6;3.35;19:54:11:125;1;6;
575.8;3.34;19:54:11:325;0;6;
576.0;3.33;19:54:11:525;0;6;
576.2;3.32;19:54:11:725;0;6;
576.4;3.32;19:54:11:925;0;6;
576.6;3.31;19:54:12:125;0;6;
576.8;3.31;19:54:12:325;0;6;
577.0;3.30;19:54:12:525;0;6;
577.2;3.30;19:54:12:725;0;6;
577.4;3.30;19:54:12:925;0;6;
577.6;3.29;19:54:13:125;0;6;
577.8;3.29;19:54:13:325;0;6;
578.0;3.27;19:54:13:525;0;6;
578.2;3.26;19:54:13:725;0;6;
578.4;3.26;19:54:13:925;0;6;
578.6;3.25;19:54:14:125;0;5;
578.8;3.24;19:54:14:325;0;5;
579.0;3.23;19:54:14:525;0;5;
579.2;3.21;19:54:14:725;0;5;
579.4;3.21;19:54:14:925;0;5;
579.6;3.20;19:54:15:125;0;5;
579.8;3.20;19:54:15:325;0;5;
580.0;3.19;19:54:15:525;0;5;
580.2;3.18;19:54:15:725;0;5;
580.4;3.17;19:54:15:925;0;5;
580.6;3.17;19:54:16:125;0;5;
580.8;3.16;19:54:16:325;0;5;
581.0;3.16;19:54:16:525;0;5;
581.2;3.15;19:54:16:725;0;5;
581.4;3.14;19:54:16:925;0;5;
581.6;3.13;19:54:17:125;0;5;
581.8;3.12;19:54:17:325;0;5;
582.0;3.12;19:54:17:525;0;5;
582.2;3.11;19:54:17:725;0;5;
582.4;3.11;19:54:17:925;0;5;
582.6;3.12;19:54:18:125;0;5;
582.8;3.14;19:54:18:325;0;5;
583.0;3.18;19:54:18:525;0;5;
583.2;3.18;19:54:18:725;0;5;
583.4;3.20;19:54:18:925;0;5;
583.6;3.24;19:54:19:125;0;5;
583.8;3.26;19:54:19:325;0;5;
584.0;3.29;19:54:19:525;0;5;
584.2;3.30;19:54:19:725;0;5;
584.4;3.30;19:54:19:925;0;5;
584.6;3.30;19:54:20:125;0;5;
584.8;3.30;19:54:20:325;0;5;
585.0;3.29;19:54:20:525;0;5;
585.2;3.27;19:54:20:725;0;5;
585.4;3.27;19:54:20:925;0;5;
585.6;3.26;19:54:21:125;0;5;
585.8;3.25;19:54:21:325;0;5;
586.0;3.25;19:54:21:525;0;5;
586.2;3.25;19:54:21:725;0;5;
586.4;3.24;19:54:21:925;0;5;
586.6;3.24;19:54:22:125;0;5;
586.8;3.23;19:54:22:325;0;5;
587.0;3.21;19:54:22:525;0;5;
587.2;3.20;19:54:22:725;0;5;
587.4;3.18;19:54:22:925;0;5;
587.6;3.17;19:54:23:125;1;5;
587.8;3.17;19:54:23:325;1;5;
588.0;3.15;19:54:23:525;1;5;
588.2;3.14;19:54:23:725;1;5;
588.4;3.13;19:54:23:925;1;5;
588.6;3.11;19:54:24:125;1;6;
588.8;3.11;19:54:24:325;0;6;
589.0;3.10;19:54:24:525;0;6;
589.2;3.08;19:54:24:725;0;6;
589.4;3.07;19:54:24:925;0;6;
589.6;3.06;19:54:25:125;0;6;
589.8;3.05;19:54:25:325;0;6;
590.0;3.05;19:54:25:525;0;6;
590.2;3.05;19:54:25:725;0;6;
590.4;3.03;19:54:25:925;0;6;
590.6;3.03;19:54:26:125;0;6;
590.8;3.02;19:54:26:325;0;6;
591.0;3.01;19:54:26:525;0;6;
591.2;3.01;19:54:26:725;0;6;
591.4;3.00;19:54:26:925;0;6;
591.6;3.00;19:54:27:125;0;6;
591.8;2.99;19:54:27:325;0;6;
592.0;2.98;19:54:27:525;0;6;
592.2;2.98;19:54:27:725;0;6;
592.4;2.98;19:54:27:925;0;6;
592.6;2.97;19:54:28:125;0;6;
592.8;2.96;19:54:28:325;0;6;
593.0;2.95;19:54:28:525;0;6;
593.2;2.95;19:54:28:725;0;6;
593.4;2.95;19:54:28:925;0;6;
593.6;2.94;19:54:29:125;0;6;
593.8;2.93;19:54:29:325;0;6;
594.0;2.93;19:54:29:525;0;6;
594.2;2.92;19:54:29:725;0;6;
594.4;2.91;19:54:29:925;0;6;
594.6;2.91;19:54:30:125;0;6;
594.8;2.91;19:54:30:325;0;6;
595.0;2.90;19:54:30:525;0;6;
595.2;2.89;19:54:30:725;0;6;
595.4;2.89;19:54:30:925;0;6;
595.6;2.89;19:54:31:125;0;6;
595.8;2.88;19:54:31:325;0;6;
596.0;2.87;19:54:31:525;0;6;
596.2;2.87;19:54:31:725;0;6;
596.4;2.86;19:54:31:925;0;6;
596.6;2.86;19:54:32:125;0;6;
596.8;2.86;19:54:32:325;0;5;
597.0;2.85;19:54:32:525;0;5;
597.2;2.85;19:54:32:725;0;5;
597.4;2.84;19:54:32:925;0;5;
597.6;2.83;19:54:33:125;0;5;
597.8;2.83;19:54:33:325;0;5;
598.0;2.83;19:54:33:525;0;5;
598.2;2.82;19:54:33:725;0;5;
