Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;Recording-05012021-205648;;;;
DATE (HH:MM:SS);05.01.21 20:56:48;;;;
TIME (HH:MM:SS);00:11:21;;;;
MAXIMUM;5.79 µS;;;;
MINIMUM;2.65 µS;;;;
DIFFERENCE MIN/MAX;3.14 µS;;;;
AVERAGE OF SESSION;3.85 µS;;;;
TIME INCREASE (HH:MM:SS);00:02:39;;;;
TIME STEADY (HH:MM:SS);00:00:50;;;;
TIME DECREASE (HH:MM:SS);00:07:50;;;;
;;;;;
TOTAL SCR;35;;;;
% of SCR OF SESSION;19.1%;;;;
Red hands;0;;;;
Orange hands;17;;;;
Yellow hands;101;;;;
Green hands;18;;;;
0-5 SCR/MIN (HH:MM:SS);00:09:51;;;;
6-9 SCR/MIN (HH:MM:SS);00:01:33;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;1;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
59.6;3.93;20:57:48:091;1;5;
59.8;4.03;20:57:48:291;1;5;
60.0;4.08;20:57:48:491;1;5;
60.2;4.12;20:57:48:691;1;5;
60.4;4.18;20:57:48:891;1;5;
60.6;4.19;20:57:49:091;1;5;
60.8;4.13;20:57:49:291;1;5;
61.0;4.05;20:57:49:491;1;5;
61.2;4.01;20:57:49:691;1;5;
61.4;3.97;20:57:49:891;1;5;
61.6;3.88;20:57:50:091;1;5;
61.8;3.83;20:57:50:291;1;5;
62.0;3.79;20:57:50:491;1;5;
62.2;3.76;20:57:50:691;1;5;
62.4;3.74;20:57:50:891;1;5;
62.6;3.74;20:57:51:091;1;5;
62.8;3.77;20:57:51:291;1;6;
63.0;3.86;20:57:51:491;1;6;
63.2;4.00;20:57:51:691;1;6;
63.4;4.08;20:57:51:891;1;6;
63.6;4.12;20:57:52:091;1;6;
63.8;4.16;20:57:52:291;1;6;
64.0;4.16;20:57:52:491;1;6;
64.2;4.17;20:57:52:691;1;7;
64.4;4.20;20:57:52:891;1;7;
64.6;4.22;20:57:53:091;1;7;
64.8;4.26;20:57:53:291;1;7;
65.0;4.29;20:57:53:491;1;7;
65.2;4.30;20:57:53:691;1;7;
65.4;4.30;20:57:53:891;1;7;
65.6;4.26;20:57:54:091;1;7;
65.8;4.23;20:57:54:291;1;7;
66.0;4.17;20:57:54:491;1;7;
66.2;4.15;20:57:54:691;1;7;
66.4;4.10;20:57:54:891;1;7;
66.6;4.03;20:57:55:091;1;7;
66.8;3.99;20:57:55:291;1;7;
67.0;3.99;20:57:55:491;1;7;
67.2;3.99;20:57:55:691;1;7;
67.4;4.00;20:57:55:891;1;7;
67.6;4.02;20:57:56:091;1;7;
67.8;3.99;20:57:56:291;1;7;
68.0;4.00;20:57:56:491;1;7;
68.2;4.00;20:57:56:691;1;7;
68.4;4.01;20:57:56:891;1;7;
68.6;3.98;20:57:57:091;1;8;
68.8;3.98;20:57:57:291;1;8;
69.0;3.97;20:57:57:491;1;8;
69.2;3.96;20:57:57:691;1;8;
69.4;3.95;20:57:57:891;1;8;
69.6;3.92;20:57:58:091;1;8;
69.8;3.91;20:57:58:291;1;8;
70.0;3.91;20:57:58:491;1;8;
70.2;3.95;20:57:58:691;1;8;
70.4;3.97;20:57:58:891;1;8;
70.6;3.97;20:57:59:091;1;8;
70.8;3.98;20:57:59:291;1;8;
71.0;4.00;20:57:59:491;1;8;
71.2;4.00;20:57:59:691;1;8;
71.4;4.00;20:57:59:891;1;8;
71.6;4.00;20:58:00:091;1;8;
71.8;4.00;20:58:00:291;1;8;
72.0;3.96;20:58:00:491;1;8;
72.2;3.94;20:58:00:691;1;8;
72.4;3.91;20:58:00:891;1;8;
72.6;3.88;20:58:01:091;1;8;
72.8;3.87;20:58:01:291;1;8;
73.0;3.86;20:58:01:491;1;8;
73.2;3.86;20:58:01:691;1;8;
73.4;3.82;20:58:01:891;1;8;
73.6;3.81;20:58:02:091;1;8;
73.8;3.79;20:58:02:291;0;8;
74.0;3.79;20:58:02:491;0;8;
74.2;3.77;20:58:02:691;0;8;
74.4;3.74;20:58:02:891;0;8;
74.6;3.74;20:58:03:091;0;8;
74.8;3.72;20:58:03:291;0;8;
75.0;3.71;20:58:03:491;0;8;
75.2;3.71;20:58:03:691;0;8;
75.4;3.69;20:58:03:891;0;8;
75.6;3.68;20:58:04:091;0;8;
75.8;3.66;20:58:04:291;0;8;
76.0;3.65;20:58:04:491;0;8;
76.2;3.65;20:58:04:691;0;8;
76.4;3.66;20:58:04:891;0;8;
76.6;3.68;20:58:05:091;0;8;
76.8;3.69;20:58:05:291;0;8;
77.0;3.72;20:58:05:491;0;8;
77.2;3.71;20:58:05:691;0;8;
77.4;3.71;20:58:05:891;0;8;
77.6;3.70;20:58:06:091;0;8;
77.8;3.69;20:58:06:291;0;7;
78.0;3.67;20:58:06:491;0;7;
78.2;3.64;20:58:06:691;0;7;
78.4;3.63;20:58:06:891;0;7;
78.6;3.63;20:58:07:091;0;7;
78.8;3.60;20:58:07:291;0;7;
79.0;3.59;20:58:07:491;0;7;
79.2;3.60;20:58:07:691;0;7;
79.4;3.65;20:58:07:891;0;7;
79.6;3.65;20:58:08:091;0;6;
79.8;3.70;20:58:08:291;0;6;
80.0;3.77;20:58:08:491;0;6;
80.2;3.76;20:58:08:691;0;6;
80.4;3.75;20:58:08:891;0;6;
80.6;3.73;20:58:09:091;0;6;
80.8;3.73;20:58:09:291;0;6;
81.0;3.69;20:58:09:491;0;5;
81.2;3.66;20:58:09:691;0;5;
81.4;3.64;20:58:09:891;0;5;
81.6;3.60;20:58:10:091;0;5;
81.8;3.59;20:58:10:291;0;5;
82.0;3.59;20:58:10:491;0;5;
82.2;3.57;20:58:10:691;0;5;
82.4;3.55;20:58:10:891;0;5;
82.6;3.54;20:58:11:091;0;5;
82.8;3.53;20:58:11:291;0;5;
83.0;3.53;20:58:11:491;0;5;
83.2;3.53;20:58:11:691;0;5;
83.4;3.51;20:58:11:891;0;5;
83.6;3.50;20:58:12:091;0;5;
83.8;3.50;20:58:12:291;0;5;
84.0;3.49;20:58:12:491;0;5;
84.2;3.49;20:58:12:691;0;5;
84.4;3.48;20:58:12:891;0;5;
84.6;3.47;20:58:13:091;0;5;
84.8;3.46;20:58:13:291;0;5;
85.0;3.46;20:58:13:491;0;5;
85.2;3.44;20:58:13:691;0;5;
85.4;3.44;20:58:13:891;0;5;
85.6;3.42;20:58:14:091;0;5;
85.8;3.42;20:58:14:291;0;5;
86.0;3.41;20:58:14:491;0;5;
86.2;3.39;20:58:14:691;0;5;
86.4;3.39;20:58:14:891;0;5;
86.6;3.39;20:58:15:091;0;5;
86.8;3.38;20:58:15:291;0;5;
87.0;3.37;20:58:15:491;0;5;
87.2;3.35;20:58:15:691;0;5;
87.4;3.35;20:58:15:891;0;5;
87.6;3.35;20:58:16:091;0;5;
87.8;3.35;20:58:16:291;0;5;
88.0;3.33;20:58:16:491;0;5;
88.2;3.32;20:58:16:691;0;5;
88.4;3.32;20:58:16:891;0;5;
88.6;3.32;20:58:17:091;0;5;
88.8;3.31;20:58:17:291;0;5;
89.0;3.30;20:58:17:491;0;5;
89.2;3.29;20:58:17:691;0;5;
89.4;3.29;20:58:17:891;0;5;
89.6;3.28;20:58:18:091;0;5;
89.8;3.28;20:58:18:291;0;5;
90.0;3.27;20:58:18:491;0;5;
90.2;3.26;20:58:18:691;0;5;
90.4;3.26;20:58:18:891;0;5;
90.6;3.24;20:58:19:091;0;5;
90.8;3.24;20:58:19:291;0;5;
91.0;3.24;20:58:19:491;0;5;
91.2;3.24;20:58:19:691;0;5;
91.4;3.23;20:58:19:891;0;5;
91.6;3.22;20:58:20:091;0;5;
91.8;3.22;20:58:20:291;0;5;
92.0;3.22;20:58:20:491;0;5;
92.2;3.23;20:58:20:691;0;5;
92.4;3.21;20:58:20:891;0;5;
92.6;3.21;20:58:21:091;0;5;
92.8;3.21;20:58:21:291;0;5;
93.0;3.20;20:58:21:491;0;5;
93.2;3.20;20:58:21:691;0;5;
93.4;3.19;20:58:21:891;0;5;
93.6;3.18;20:58:22:091;0;5;
93.8;3.17;20:58:22:291;0;5;
94.0;3.18;20:58:22:491;0;5;
94.2;3.18;20:58:22:691;0;5;
94.4;3.18;20:58:22:891;0;5;
94.6;3.20;20:58:23:091;0;5;
94.8;3.23;20:58:23:291;0;5;
95.0;3.27;20:58:23:491;0;5;
95.2;3.32;20:58:23:691;0;5;
95.4;3.32;20:58:23:891;0;5;
95.6;3.37;20:58:24:091;0;5;
95.8;3.48;20:58:24:291;0;5;
96.0;3.52;20:58:24:491;0;5;
96.2;3.54;20:58:24:691;0;5;
96.4;3.57;20:58:24:891;0;5;
96.6;3.58;20:58:25:091;0;5;
96.8;3.56;20:58:25:291;0;5;
97.0;3.52;20:58:25:491;0;5;
97.2;3.50;20:58:25:691;0;5;
97.4;3.46;20:58:25:891;0;5;
97.6;3.42;20:58:26:091;0;5;
97.8;3.42;20:58:26:291;0;5;
98.0;3.41;20:58:26:491;0;5;
98.2;3.40;20:58:26:691;0;5;
98.4;3.38;20:58:26:891;0;5;
98.6;3.38;20:58:27:091;0;5;
98.8;3.37;20:58:27:291;0;5;
99.0;3.36;20:58:27:491;0;5;
99.2;3.34;20:58:27:691;0;5;
99.4;3.33;20:58:27:891;0;5;
