Device: Xiaomi Redmi Note 7; eSense app version: 4.9.0; android version: 10;
DESCRIPCIÓN;VALOR
NOMBRE DE LA GRABACIÓN;Grabación-15112020-164817;;;;
FECHA (HH:MM:SS);15.11.20 16:48:17;;;;
TIEMPO (HH:MM:SS);00:05:18;;;;
MÁXIMO;7.11 µS;;;;
MÍNIMO;5.06 µS;;;;
DIFERENCIA MIN/MAX;2.05 µS;;;;
MEDIA DE LA SESIÓN;5.89 µS;;;;
AUMENTO DEL TIEMPO (HH:MM:SS);00:01:23;;;;
TIEMPO INVARIABLE (HH:MM:SS);00:00:20;;;;
DISMINUCIÓN DEL TIEMPO (HH:MM:SS);00:03:33;;;;
;;;;;
TOTAL SCR;21;;;;
% DE SCR DE LA SESIÓN;27.9%;;;;
Manos rojas;0;;;;
Manos naranjas;8;;;;
Manos amarillas;45;;;;
Manos verdes;11;;;;
0-5 SCR/MIN (HH:MM:SS);00:04:53;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:27;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
ESTRELLAS;1;;;;
ESTRELLAS CON COLA;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
241.2;5.84;16:52:18:547;0;3;
241.4;5.86;16:52:18:747;0;3;
241.6;5.91;16:52:18:947;0;3;
241.8;5.91;16:52:19:147;0;3;
242.0;5.99;16:52:19:347;0;3;
242.2;6.04;16:52:19:547;0;3;
242.4;6.09;16:52:19:747;0;3;
242.6;6.14;16:52:19:947;0;3;
242.8;6.14;16:52:20:147;0;3;
243.0;6.14;16:52:20:347;0;3;
243.2;6.13;16:52:20:547;0;3;
243.4;6.12;16:52:20:747;0;3;
243.6;6.08;16:52:20:947;0;3;
243.8;6.06;16:52:21:147;0;3;
244.0;6.06;16:52:21:347;0;3;
244.2;6.04;16:52:21:547;0;3;
244.4;6.01;16:52:21:747;0;3;
244.6;5.99;16:52:21:947;0;3;
244.8;5.99;16:52:22:147;0;3;
245.0;6.01;16:52:22:347;0;3;
245.2;6.01;16:52:22:547;0;3;
245.4;6.04;16:52:22:747;0;3;
245.6;6.10;16:52:22:947;0;3;
245.8;6.16;16:52:23:147;0;3;
246.0;6.24;16:52:23:347;0;3;
246.2;6.27;16:52:23:547;0;3;
246.4;6.27;16:52:23:747;0;3;
246.6;6.33;16:52:23:947;0;3;
246.8;6.33;16:52:24:147;0;3;
247.0;6.31;16:52:24:347;0;3;
247.2;6.30;16:52:24:547;0;3;
247.4;6.29;16:52:24:747;0;3;
247.6;6.29;16:52:24:947;0;3;
247.8;6.25;16:52:25:147;0;3;
248.0;6.22;16:52:25:347;0;3;
248.2;6.20;16:52:25:547;0;3;
248.4;6.19;16:52:25:747;0;3;
248.6;6.16;16:52:25:947;0;3;
248.8;6.16;16:52:26:147;0;3;
249.0;6.14;16:52:26:347;0;3;
249.2;6.13;16:52:26:547;0;3;
249.4;6.10;16:52:26:747;0;3;
249.6;6.08;16:52:26:947;1;3;
249.8;6.07;16:52:27:147;1;3;
250.0;6.07;16:52:27:347;1;3;
250.2;6.06;16:52:27:547;1;3;
250.4;6.04;16:52:27:747;1;3;
250.6;6.03;16:52:27:947;1;4;
250.8;6.03;16:52:28:147;1;4;
251.0;6.03;16:52:28:347;1;4;
251.2;6.00;16:52:28:547;1;4;
251.4;5.99;16:52:28:747;1;4;
251.6;5.98;16:52:28:947;1;4;
251.8;5.98;16:52:29:147;1;4;
252.0;5.95;16:52:29:347;0;4;
252.2;5.95;16:52:29:547;0;4;
252.4;5.95;16:52:29:747;0;4;
252.6;5.94;16:52:29:947;0;4;
252.8;5.92;16:52:30:147;0;4;
253.0;5.92;16:52:30:347;0;4;
253.2;5.91;16:52:30:547;0;4;
253.4;5.91;16:52:30:747;0;4;
253.6;5.91;16:52:30:947;0;4;
253.8;5.89;16:52:31:147;0;4;
254.0;5.89;16:52:31:347;0;4;
254.2;5.89;16:52:31:547;0;4;
254.4;5.87;16:52:31:747;0;4;
254.6;5.87;16:52:31:947;0;4;
254.8;5.87;16:52:32:147;0;3;
255.0;5.87;16:52:32:347;0;3;
255.2;5.86;16:52:32:547;0;3;
255.4;5.85;16:52:32:747;0;3;
255.6;5.85;16:52:32:947;0;3;
255.8;5.85;16:52:33:147;0;3;
256.0;5.85;16:52:33:347;0;3;
256.2;5.83;16:52:33:547;0;3;
256.4;5.83;16:52:33:747;0;3;
256.6;5.83;16:52:33:947;0;3;
256.8;5.82;16:52:34:147;0;3;
257.0;5.81;16:52:34:347;0;3;
257.2;5.80;16:52:34:547;0;3;
257.4;5.79;16:52:34:747;0;3;
257.6;5.79;16:52:34:947;0;3;
257.8;5.78;16:52:35:147;0;3;
258.0;5.77;16:52:35:347;0;3;
258.2;5.77;16:52:35:547;0;3;
258.4;5.76;16:52:35:747;0;3;
258.6;5.75;16:52:35:947;0;3;
258.8;5.75;16:52:36:147;0;3;
259.0;5.74;16:52:36:347;0;3;
259.2;5.73;16:52:36:547;0;3;
259.4;5.73;16:52:36:747;0;3;
259.6;5.74;16:52:36:947;0;3;
259.8;5.73;16:52:37:147;0;3;
260.0;5.72;16:52:37:347;0;3;
260.2;5.72;16:52:37:547;0;3;
260.4;5.72;16:52:37:747;0;3;
260.6;5.72;16:52:37:947;0;3;
260.8;5.73;16:52:38:147;0;3;
261.0;5.77;16:52:38:347;0;3;
261.2;5.85;16:52:38:547;0;3;
261.4;5.89;16:52:38:747;0;3;
261.6;5.89;16:52:38:947;0;3;
261.8;5.93;16:52:39:147;0;3;
262.0;5.98;16:52:39:347;0;3;
262.2;6.02;16:52:39:547;0;3;
262.4;6.04;16:52:39:747;0;3;
262.6;6.06;16:52:39:947;0;3;
262.8;6.06;16:52:40:147;0;3;
263.0;6.11;16:52:40:347;0;3;
263.2;6.14;16:52:40:547;0;3;
263.4;6.15;16:52:40:747;0;3;
263.6;6.16;16:52:40:947;0;3;
263.8;6.17;16:52:41:147;0;3;
264.0;6.17;16:52:41:347;0;3;
264.2;6.15;16:52:41:547;0;3;
264.4;6.13;16:52:41:747;0;3;
264.6;6.09;16:52:41:947;0;3;
264.8;6.08;16:52:42:147;0;3;
265.0;6.05;16:52:42:347;0;3;
265.2;6.05;16:52:42:547;0;3;
265.4;6.03;16:52:42:747;0;3;
265.6;6.03;16:52:42:947;0;3;
265.8;6.01;16:52:43:147;0;3;
266.0;6.02;16:52:43:347;1;3;
266.2;6.05;16:52:43:547;1;3;
266.4;6.05;16:52:43:747;1;3;
266.6;6.08;16:52:43:947;1;3;
266.8;6.08;16:52:44:147;1;3;
267.0;6.07;16:52:44:347;1;3;
267.2;6.07;16:52:44:547;1;3;
267.4;6.07;16:52:44:747;1;3;
267.6;6.06;16:52:44:947;1;3;
267.8;6.04;16:52:45:147;1;4;
268.0;6.02;16:52:45:347;1;4;
268.2;6.01;16:52:45:547;1;4;
268.4;6.00;16:52:45:747;1;4;
268.6;6.00;16:52:45:947;1;4;
268.8;5.97;16:52:46:147;1;4;
269.0;5.96;16:52:46:347;1;4;
269.2;5.95;16:52:46:547;1;4;
269.4;5.92;16:52:46:747;1;4;
269.6;5.90;16:52:46:947;1;4;
269.8;5.90;16:52:47:147;1;4;
270.0;5.90;16:52:47:347;1;4;
270.2;5.89;16:52:47:547;1;4;
270.4;5.87;16:52:47:747;1;4;
270.6;5.86;16:52:47:947;1;4;
270.8;5.86;16:52:48:147;1;4;
271.0;5.86;16:52:48:347;1;4;
271.2;5.85;16:52:48:547;1;4;
271.4;5.83;16:52:48:747;1;3;
271.6;5.82;16:52:48:947;1;3;
271.8;5.82;16:52:49:147;1;3;
272.0;5.81;16:52:49:347;0;3;
272.2;5.80;16:52:49:547;0;3;
272.4;5.81;16:52:49:747;0;3;
272.6;5.80;16:52:49:947;0;3;
272.8;5.80;16:52:50:147;0;3;
273.0;5.80;16:52:50:347;0;3;
273.2;5.78;16:52:50:547;0;3;
273.4;5.78;16:52:50:747;0;3;
273.6;5.78;16:52:50:947;0;3;
273.8;5.78;16:52:51:147;0;3;
274.0;5.77;16:52:51:347;0;3;
274.2;5.75;16:52:51:547;0;3;
274.4;5.75;16:52:51:747;0;3;
274.6;5.75;16:52:51:947;0;3;
274.8;5.75;16:52:52:147;0;3;
275.0;5.73;16:52:52:347;0;3;
275.2;5.72;16:52:52:547;0;3;
275.4;5.72;16:52:52:747;0;3;
275.6;5.71;16:52:52:947;0;3;
275.8;5.70;16:52:53:147;0;3;
276.0;5.70;16:52:53:347;0;3;
276.2;5.71;16:52:53:547;0;3;
276.4;5.71;16:52:53:747;0;3;
276.6;5.71;16:52:53:947;0;3;
276.8;5.70;16:52:54:147;0;3;
277.0;5.70;16:52:54:347;0;3;
277.2;5.70;16:52:54:547;0;3;
277.4;5.69;16:52:54:747;0;3;
277.6;5.68;16:52:54:947;0;3;
277.8;5.67;16:52:55:147;0;3;
278.0;5.66;16:52:55:347;0;3;
278.2;5.65;16:52:55:547;0;3;
278.4;5.64;16:52:55:747;0;3;
278.6;5.64;16:52:55:947;0;3;
278.8;5.64;16:52:56:147;0;3;
279.0;5.63;16:52:56:347;0;3;
279.2;5.63;16:52:56:547;0;3;
279.4;5.63;16:52:56:747;0;3;
279.6;5.65;16:52:56:947;0;3;
279.8;5.66;16:52:57:147;0;3;
280.0;5.65;16:52:57:347;0;3;
280.2;5.65;16:52:57:547;0;3;
280.4;5.65;16:52:57:747;0;3;
280.6;5.65;16:52:57:947;0;3;
280.8;5.64;16:52:58:147;0;3;
281.0;5.63;16:52:58:347;0;3;
281.2;5.63;16:52:58:547;0;3;
281.4;5.62;16:52:58:747;0;3;
281.6;5.61;16:52:58:947;0;3;
281.8;5.61;16:52:59:147;0;3;
282.0;5.59;16:52:59:347;0;3;
282.2;5.59;16:52:59:547;0;3;
282.4;5.58;16:52:59:747;0;3;
282.6;5.57;16:52:59:947;0;3;
282.8;5.57;16:53:00:147;0;3;
283.0;5.57;16:53:00:347;0;3;
283.2;5.56;16:53:00:547;0;3;
283.4;5.54;16:53:00:747;0;3;
283.6;5.54;16:53:00:947;0;3;
283.8;5.54;16:53:01:147;0;3;
284.0;5.54;16:53:01:347;0;3;
284.2;5.53;16:53:01:547;0;3;
284.4;5.52;16:53:01:747;0;3;
284.6;5.52;16:53:01:947;0;3;
284.8;5.51;16:53:02:147;0;3;
285.0;5.51;16:53:02:347;0;3;
285.2;5.50;16:53:02:547;0;3;
285.4;5.50;16:53:02:747;0;3;
285.6;5.50;16:53:02:947;0;3;
285.8;5.50;16:53:03:147;0;3;
286.0;5.49;16:53:03:347;0;3;
286.2;5.48;16:53:03:547;0;3;
286.4;5.48;16:53:03:747;0;3;
286.6;5.48;16:53:03:947;0;3;
286.8;5.47;16:53:04:147;0;3;
287.0;5.46;16:53:04:347;0;3;
287.2;5.45;16:53:04:547;0;3;
287.4;5.45;16:53:04:747;0;3;
287.6;5.45;16:53:04:947;0;3;
287.8;5.44;16:53:05:147;0;3;
288.0;5.44;16:53:05:347;0;3;
288.2;5.45;16:53:05:547;0;3;
288.4;5.44;16:53:05:747;0;3;
288.6;5.43;16:53:05:947;0;3;
288.8;5.43;16:53:06:147;0;3;
289.0;5.43;16:53:06:347;0;3;
289.2;5.43;16:53:06:547;0;3;
289.4;5.43;16:53:06:747;0;3;
289.6;5.42;16:53:06:947;0;3;
289.8;5.41;16:53:07:147;0;3;
290.0;5.41;16:53:07:347;0;3;
290.2;5.41;16:53:07:547;0;3;
290.4;5.40;16:53:07:747;0;3;
290.6;5.39;16:53:07:947;0;3;
290.8;5.41;16:53:08:147;0;3;
291.0;5.41;16:53:08:347;0;3;
291.2;5.41;16:53:08:547;0;3;
291.4;5.42;16:53:08:747;0;3;
291.6;5.45;16:53:08:947;0;3;
291.8;5.48;16:53:09:147;0;3;
292.0;5.51;16:53:09:347;0;3;
292.2;5.54;16:53:09:547;0;3;
292.4;5.55;16:53:09:747;0;3;
292.6;5.57;16:53:09:947;0;3;
292.8;5.60;16:53:10:147;0;3;
293.0;5.61;16:53:10:347;0;3;
293.2;5.63;16:53:10:547;0;3;
293.4;5.64;16:53:10:747;0;3;
293.6;5.64;16:53:10:947;0;3;
293.8;5.64;16:53:11:147;0;3;
294.0;5.66;16:53:11:347;0;3;
294.2;5.67;16:53:11:547;0;3;
294.4;5.68;16:53:11:747;0;3;
294.6;5.68;16:53:11:947;0;3;
294.8;5.69;16:53:12:147;0;3;
295.0;5.70;16:53:12:347;0;3;
295.2;5.70;16:53:12:547;0;3;
295.4;5.70;16:53:12:747;1;3;
295.6;5.69;16:53:12:947;1;3;
295.8;5.69;16:53:13:147;1;3;
296.0;5.69;16:53:13:347;1;3;
296.2;5.69;16:53:13:547;1;3;
296.4;5.69;16:53:13:747;1;3;
296.6;5.68;16:53:13:947;1;3;
296.8;5.68;16:53:14:147;1;3;
297.0;5.71;16:53:14:347;1;3;
297.2;5.71;16:53:14:547;1;3;
297.4;5.79;16:53:14:747;1;3;
297.6;5.85;16:53:14:947;1;3;
297.8;5.94;16:53:15:147;1;3;
298.0;5.99;16:53:15:347;1;3;
298.2;6.00;16:53:15:547;1;3;
298.4;6.00;16:53:15:747;1;3;
298.6;6.01;16:53:15:947;1;3;
298.8;6.01;16:53:16:147;1;3;
299.0;5.98;16:53:16:347;1;4;
299.2;5.95;16:53:16:547;1;3;
299.4;5.95;16:53:16:747;1;3;
299.6;5.93;16:53:16:947;1;3;
299.8;5.92;16:53:17:147;1;3;
300.0;5.89;16:53:17:347;1;3;
300.2;5.86;16:53:17:547;1;3;
300.4;5.86;16:53:17:747;1;3;
300.6;5.86;16:53:17:947;1;3;
300.8;5.83;16:53:18:147;1;3;
301.0;5.82;16:53:18:347;1;3;
301.2;5.81;16:53:18:547;1;3;
301.4;5.81;16:53:18:747;1;3;
301.6;5.79;16:53:18:947;1;3;
301.8;5.79;16:53:19:147;1;3;
302.0;5.77;16:53:19:347;1;3;
302.2;5.77;16:53:19:547;1;3;
302.4;5.75;16:53:19:747;1;4;
302.6;5.74;16:53:19:947;1;4;
302.8;5.73;16:53:20:147;1;4;
303.0;5.73;16:53:20:347;1;4;
303.2;5.72;16:53:20:547;1;4;
303.4;5.70;16:53:20:747;1;4;
303.6;5.69;16:53:20:947;1;4;
303.8;5.69;16:53:21:147;1;4;
304.0;5.67;16:53:21:347;1;4;
304.2;5.67;16:53:21:547;1;4;
304.4;5.66;16:53:21:747;1;4;
304.6;5.68;16:53:21:947;1;4;
304.8;5.72;16:53:22:147;1;4;
305.0;5.78;16:53:22:347;1;4;
305.2;5.78;16:53:22:547;1;4;
305.4;5.84;16:53:22:747;1;4;
305.6;5.89;16:53:22:947;1;4;
305.8;5.92;16:53:23:147;1;4;
306.0;5.93;16:53:23:347;1;4;
306.2;5.94;16:53:23:547;1;4;
306.4;5.94;16:53:23:747;1;4;
306.6;5.93;16:53:23:947;1;4;
306.8;5.89;16:53:24:147;1;4;
307.0;5.87;16:53:24:347;0;4;
307.2;5.86;16:53:24:547;0;4;
307.4;5.82;16:53:24:747;0;4;
307.6;5.82;16:53:24:947;0;4;
307.8;5.80;16:53:25:147;0;4;
308.0;5.79;16:53:25:347;0;4;
308.2;5.77;16:53:25:547;0;4;
308.4;5.74;16:53:25:747;0;4;
308.6;5.73;16:53:25:947;0;4;
308.8;5.73;16:53:26:147;0;4;
309.0;5.72;16:53:26:347;0;4;
309.2;5.69;16:53:26:547;0;4;
309.4;5.68;16:53:26:747;1;4;
309.6;5.67;16:53:26:947;1;4;
309.8;5.66;16:53:27:147;1;4;
310.0;5.66;16:53:27:347;0;5;
310.2;5.64;16:53:27:547;0;5;
310.4;5.64;16:53:27:747;0;5;
310.6;5.64;16:53:27:947;0;5;
310.8;5.62;16:53:28:147;0;4;
311.0;5.62;16:53:28:347;0;4;
311.2;5.61;16:53:28:547;0;4;
311.4;5.61;16:53:28:747;0;4;
311.6;5.61;16:53:28:947;0;4;
311.8;5.59;16:53:29:147;0;4;
312.0;5.59;16:53:29:347;0;4;
312.2;5.59;16:53:29:547;0;4;
312.4;5.62;16:53:29:747;0;4;
312.6;5.68;16:53:29:947;0;4;
312.8;5.76;16:53:30:147;0;4;
313.0;5.91;16:53:30:347;0;4;
313.2;5.99;16:53:30:547;0;4;
313.4;5.99;16:53:30:747;0;4;
313.6;6.07;16:53:30:947;0;4;
313.8;6.10;16:53:31:147;0;4;
314.0;6.12;16:53:31:347;0;4;
314.2;6.09;16:53:31:547;0;4;
314.4;6.07;16:53:31:747;0;4;
314.6;6.07;16:53:31:947;0;4;
314.8;6.05;16:53:32:147;0;4;
315.0;6.03;16:53:32:347;0;4;
315.2;6.00;16:53:32:547;0;4;
315.4;5.98;16:53:32:747;0;4;
315.6;5.98;16:53:32:947;0;4;
315.8;5.97;16:53:33:147;0;4;
316.0;5.95;16:53:33:347;0;4;
316.2;5.96;16:53:33:547;0;4;
316.4;5.97;16:53:33:747;1;4;
316.6;5.99;16:53:33:947;1;4;
316.8;6.00;16:53:34:147;1;4;
317.0;6.03;16:53:34:347;1;4;
317.2;6.06;16:53:34:547;1;4;
317.4;6.09;16:53:34:747;1;4;
317.6;6.12;16:53:34:947;1;5;
317.8;6.14;16:53:35:147;1;5;
