Device: samsung SM-G970U1; eSense app version: 4.5.91; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;Pulse-06092020-185631;;;;
DATE (HH:MM:SS);06.09.20 18:56:31;;;;
TIME (HH:MM:SS);00:04:46;;;;
MAXIMUM;7.23 µS;;;;
MINIMUM;4.96 µS;;;;
DIFFERENCE MIN/MAX;2.27 µS;;;;
AVERAGE OF SESSION;5.97 µS;;;;
TIME INCREASE (HH:MM:SS);00:01:20;;;;
TIME STEADY (HH:MM:SS);00:00:23;;;;
TIME DECREASE (HH:MM:SS);00:03:02;;;;
;;;;;
TOTAL SCR;24;;;;
% of SCR OF SESSION;20.9%;;;;
Red hands;0;;;;
Orange hands;13;;;;
Yellow hands;41;;;;
Green hands;3;;;;
0-5 SCR/MIN (HH:MM:SS);00:03:41;;;;
6-9 SCR/MIN (HH:MM:SS);00:01:08;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
WHAT IS YOUR POSITION?;SITTING ON A CHAIR;;;;
HOW DO YOU FEEL?;6;;;;
10.6;5.32;18:56:41:790;0;1;
10.8;5.32;18:56:41:990;0;1;
11.0;5.35;18:56:42:190;0;1;
11.2;5.45;18:56:42:390;0;1;
11.4;5.60;18:56:42:590;0;1;
11.6;5.80;18:56:42:790;0;1;
11.8;5.89;18:56:42:990;0;1;
12.0;5.89;18:56:43:190;0;1;
12.2;5.92;18:56:43:390;0;1;
12.4;5.91;18:56:43:590;0;1;
12.6;5.89;18:56:43:790;0;1;
12.8;5.83;18:56:43:990;0;1;
13.0;5.75;18:56:44:190;0;1;
13.2;5.75;18:56:44:390;0;1;
13.4;5.67;18:56:44:590;0;1;
13.6;5.64;18:56:44:790;0;1;
13.8;5.58;18:56:44:990;0;1;
14.0;5.58;18:56:45:190;0;1;
14.2;5.58;18:56:45:390;0;1;
14.4;5.63;18:56:45:590;0;1;
14.6;5.66;18:56:45:790;0;1;
14.8;5.69;18:56:45:990;0;1;
15.0;5.70;18:56:46:190;0;1;
15.2;5.68;18:56:46:390;1;1;
15.4;5.68;18:56:46:590;1;1;
15.6;5.65;18:56:46:790;1;1;
15.8;5.61;18:56:46:990;1;1;
16.0;5.56;18:56:47:190;1;2;
16.2;5.53;18:56:47:390;1;2;
16.4;5.50;18:56:47:590;1;2;
16.6;5.50;18:56:47:790;1;2;
16.8;5.51;18:56:47:990;1;2;
17.0;5.55;18:56:48:190;1;2;
17.2;5.60;18:56:48:390;0;2;
17.4;5.62;18:56:48:590;0;2;
17.6;5.62;18:56:48:790;0;2;
17.8;5.62;18:56:48:990;0;2;
18.0;5.61;18:56:49:190;0;2;
18.2;5.59;18:56:49:390;0;2;
18.4;5.55;18:56:49:590;0;2;
18.6;5.49;18:56:49:790;0;2;
18.8;5.49;18:56:49:990;0;2;
19.0;5.46;18:56:50:190;0;2;
19.2;5.43;18:56:50:390;0;2;
19.4;5.39;18:56:50:590;0;2;
19.6;5.37;18:56:50:790;0;2;
19.8;5.34;18:56:50:990;0;2;
20.0;5.34;18:56:51:190;0;2;
20.2;5.31;18:56:51:390;0;2;
20.4;5.29;18:56:51:590;0;2;
20.6;5.30;18:56:51:790;0;2;
20.8;5.31;18:56:51:990;0;2;
21.0;5.31;18:56:52:190;0;2;
21.2;5.33;18:56:52:390;0;2;
21.4;5.34;18:56:52:590;0;2;
21.6;5.33;18:56:52:790;0;2;
21.8;5.31;18:56:52:990;0;2;
22.0;5.30;18:56:53:190;0;2;
22.2;5.30;18:56:53:390;0;2;
22.4;5.27;18:56:53:590;0;2;
22.6;5.25;18:56:53:790;0;2;
22.8;5.22;18:56:53:990;0;2;
23.0;5.20;18:56:54:190;0;2;
23.2;5.20;18:56:54:390;0;2;
23.4;5.17;18:56:54:590;0;2;
23.6;5.16;18:56:54:790;0;2;
23.8;5.18;18:56:54:990;0;2;
24.0;5.13;18:56:55:190;0;2;
24.2;5.14;18:56:55:390;0;2;
24.4;5.14;18:56:55:590;0;2;
24.6;5.15;18:56:55:790;0;2;
24.8;5.15;18:56:55:990;0;2;
25.0;5.15;18:56:56:190;0;2;
25.2;5.15;18:56:56:390;0;2;
25.4;5.16;18:56:56:590;0;2;
25.6;5.16;18:56:56:790;0;2;
25.8;5.14;18:56:56:990;0;2;
26.0;5.13;18:56:57:190;0;2;
26.2;5.13;18:56:57:390;0;2;
26.4;5.15;18:56:57:590;0;2;
26.6;5.15;18:56:57:790;0;2;
26.8;5.30;18:56:57:990;0;2;
27.0;5.41;18:56:58:190;0;2;
27.2;5.51;18:56:58:390;0;2;
27.4;5.66;18:56:58:590;0;2;
27.6;5.72;18:56:58:790;0;2;
27.8;5.72;18:56:58:990;0;2;
28.0;5.75;18:56:59:190;0;2;
28.2;5.75;18:56:59:390;0;2;
28.4;5.71;18:56:59:590;0;2;
28.6;5.66;18:56:59:790;0;2;
28.8;5.62;18:56:59:990;0;2;
29.0;5.62;18:57:00:190;0;2;
29.2;5.57;18:57:00:390;0;2;
29.4;5.58;18:57:00:590;0;2;
29.6;5.63;18:57:00:790;0;2;
29.8;5.69;18:57:00:990;0;2;
30.0;5.69;18:57:01:190;0;2;
30.2;5.74;18:57:01:390;0;2;
30.4;5.74;18:57:01:590;0;2;
30.6;5.74;18:57:01:790;0;2;
30.8;5.79;18:57:01:990;0;2;
31.0;5.87;18:57:02:190;1;2;
31.2;5.87;18:57:02:390;1;2;
31.4;5.97;18:57:02:590;1;2;
31.6;6.01;18:57:02:790;1;2;
31.8;6.04;18:57:02:990;1;2;
32.0;6.05;18:57:03:190;1;3;
32.2;6.10;18:57:03:390;1;3;
32.4;6.10;18:57:03:590;1;3;
32.6;6.20;18:57:03:790;1;3;
32.8;6.25;18:57:03:990;1;3;
33.0;6.27;18:57:04:190;1;3;
33.2;6.26;18:57:04:390;1;3;
33.4;6.26;18:57:04:590;1;3;
33.6;6.22;18:57:04:790;1;3;
33.8;6.16;18:57:04:990;1;3;
34.0;6.10;18:57:05:190;1;3;
34.2;6.02;18:57:05:390;1;3;
34.4;5.97;18:57:05:590;1;3;
34.6;5.97;18:57:05:790;1;3;
34.8;5.90;18:57:05:990;1;3;
35.0;5.86;18:57:06:190;1;3;
35.2;5.82;18:57:06:390;1;3;
35.4;5.80;18:57:06:590;1;3;
35.6;5.79;18:57:06:790;1;3;
35.8;5.79;18:57:06:990;1;3;
36.0;5.77;18:57:07:190;1;3;
36.2;5.76;18:57:07:390;1;3;
36.4;5.77;18:57:07:590;1;3;
36.6;5.78;18:57:07:790;1;3;
36.8;5.78;18:57:07:990;1;4;
37.0;5.81;18:57:08:190;1;4;
37.2;5.82;18:57:08:390;1;4;
37.4;5.83;18:57:08:590;1;4;
37.6;5.80;18:57:08:790;1;4;
37.8;5.78;18:57:08:990;1;4;
38.0;5.78;18:57:09:190;1;4;
38.2;5.75;18:57:09:390;1;4;
38.4;5.72;18:57:09:590;1;4;
38.6;5.70;18:57:09:790;1;4;
38.8;5.69;18:57:09:990;1;4;
39.0;5.67;18:57:10:190;1;4;
39.2;5.67;18:57:10:390;1;4;
39.4;5.66;18:57:10:590;1;4;
39.6;5.64;18:57:10:790;1;4;
39.8;5.62;18:57:10:990;1;4;
40.0;5.59;18:57:11:190;1;4;
40.2;5.57;18:57:11:390;1;4;
40.4;5.57;18:57:11:590;1;4;
40.6;5.55;18:57:11:790;1;4;
40.8;5.52;18:57:11:990;1;4;
41.0;5.51;18:57:12:190;1;4;
41.2;5.50;18:57:12:390;0;4;
41.4;5.50;18:57:12:590;0;4;
41.6;5.48;18:57:12:790;0;4;
41.8;5.47;18:57:12:990;0;4;
42.0;5.46;18:57:13:190;0;4;
42.2;5.46;18:57:13:390;0;4;
42.4;5.46;18:57:13:590;0;4;
42.6;5.46;18:57:13:790;0;4;
42.8;5.46;18:57:13:990;0;4;
43.0;5.45;18:57:14:190;0;4;
43.2;5.44;18:57:14:390;0;4;
43.4;5.44;18:57:14:590;0;4;
43.6;5.41;18:57:14:790;0;4;
43.8;5.41;18:57:14:990;0;4;
44.0;5.40;18:57:15:190;0;4;
44.2;5.39;18:57:15:390;0;4;
44.4;5.38;18:57:15:590;0;4;
44.6;5.36;18:57:15:790;0;4;
44.8;5.36;18:57:15:990;0;4;
45.0;5.35;18:57:16:190;0;4;
45.2;5.34;18:57:16:390;0;4;
45.4;5.32;18:57:16:590;0;4;
45.6;5.31;18:57:16:790;0;4;
45.8;5.30;18:57:16:990;0;4;
46.0;5.30;18:57:17:190;0;4;
46.2;5.29;18:57:17:390;0;4;
46.4;5.30;18:57:17:590;0;4;
46.6;5.35;18:57:17:790;0;4;
46.8;5.39;18:57:17:990;0;4;
47.0;5.39;18:57:18:190;0;4;
47.2;5.44;18:57:18:390;0;4;
47.4;5.45;18:57:18:590;0;4;
47.6;5.45;18:57:18:790;0;4;
47.8;5.44;18:57:18:990;0;4;
48.0;5.45;18:57:19:190;0;4;
48.2;5.45;18:57:19:390;0;4;
48.4;5.48;18:57:19:590;0;4;
48.6;5.53;18:57:19:790;0;4;
48.8;5.59;18:57:19:990;0;4;
49.0;5.60;18:57:20:190;0;4;
49.2;5.60;18:57:20:390;0;4;
49.4;5.60;18:57:20:590;0;4;
49.6;5.61;18:57:20:790;0;4;
49.8;5.63;18:57:20:990;0;4;
50.0;5.68;18:57:21:190;0;4;
50.2;5.71;18:57:21:390;0;4;
50.4;5.73;18:57:21:590;0;4;
50.6;5.73;18:57:21:790;0;4;
50.8;5.72;18:57:21:990;0;4;
51.0;5.69;18:57:22:190;0;4;
51.2;5.67;18:57:22:390;0;4;
51.4;5.63;18:57:22:590;0;4;
51.6;5.63;18:57:22:790;0;4;
51.8;5.57;18:57:22:990;0;4;
52.0;5.54;18:57:23:190;0;4;
52.2;5.49;18:57:23:390;0;4;
52.4;5.47;18:57:23:590;0;4;
52.6;5.45;18:57:23:790;0;4;
52.8;5.45;18:57:23:990;0;4;
53.0;5.43;18:57:24:190;0;4;
53.2;5.41;18:57:24:390;0;4;
53.4;5.39;18:57:24:590;0;4;
53.6;5.38;18:57:24:790;0;4;
53.8;5.38;18:57:24:990;1;4;
54.0;5.36;18:57:25:190;1;4;
54.2;5.36;18:57:25:390;0;4;
54.4;5.38;18:57:25:590;0;5;
54.6;5.38;18:57:25:790;0;5;
54.8;5.39;18:57:25:990;0;5;
55.0;5.39;18:57:26:190;0;5;
55.2;5.40;18:57:26:390;0;5;
55.4;5.40;18:57:26:590;0;5;
55.6;5.39;18:57:26:790;0;5;
55.8;5.38;18:57:26:990;0;5;
56.0;5.38;18:57:27:190;0;5;
56.2;5.37;18:57:27:390;0;5;
56.4;5.36;18:57:27:590;0;5;
56.6;5.35;18:57:27:790;0;5;
56.8;5.34;18:57:27:990;0;5;
57.0;5.34;18:57:28:190;0;5;
57.2;5.34;18:57:28:390;0;5;
57.4;5.33;18:57:28:590;0;5;
57.6;5.32;18:57:28:790;0;5;
57.8;5.31;18:57:28:990;0;5;
58.0;5.31;18:57:29:190;0;5;
58.2;5.31;18:57:29:390;0;5;
58.4;5.31;18:57:29:590;0;5;
58.6;5.30;18:57:29:790;0;5;
58.8;5.31;18:57:29:990;0;5;
59.0;5.32;18:57:30:190;0;5;
59.2;5.31;18:57:30:390;0;5;
59.4;5.30;18:57:30:590;0;5;
59.6;5.30;18:57:30:790;0;5;
59.8;5.30;18:57:30:990;0;5;
60.0;5.30;18:57:31:190;0;5;
60.2;5.30;18:57:31:390;0;5;
60.4;5.31;18:57:31:590;0;5;
60.6;5.31;18:57:31:790;0;5;
60.8;5.31;18:57:31:990;0;5;
61.0;5.30;18:57:32:190;0;5;
61.2;5.29;18:57:32:390;0;5;
61.4;5.29;18:57:32:590;0;5;
61.6;5.27;18:57:32:790;0;5;
61.8;5.27;18:57:32:990;0;5;
62.0;5.26;18:57:33:190;0;5;
62.2;5.25;18:57:33:390;0;5;
62.4;5.24;18:57:33:590;0;5;
62.6;5.23;18:57:33:790;0;5;
62.8;5.22;18:57:33:990;0;5;
63.0;5.22;18:57:34:190;0;5;
63.2;5.22;18:57:34:390;0;5;
63.4;5.22;18:57:34:590;0;5;
63.6;5.22;18:57:34:790;0;5;
63.8;5.23;18:57:34:990;0;5;
64.0;5.23;18:57:35:190;0;5;
64.2;5.23;18:57:35:390;0;5;
64.4;5.23;18:57:35:590;0;5;
64.6;5.22;18:57:35:790;0;5;
64.8;5.22;18:57:35:990;0;5;
65.0;5.20;18:57:36:190;0;5;
65.2;5.20;18:57:36:390;0;5;
65.4;5.20;18:57:36:590;0;5;
65.6;5.19;18:57:36:790;0;5;
65.8;5.18;18:57:36:990;0;5;
66.0;5.17;18:57:37:190;0;5;
66.2;5.17;18:57:37:390;0;5;
66.4;5.18;18:57:37:590;0;5;
66.6;5.20;18:57:37:790;0;5;
66.8;5.28;18:57:37:990;0;5;
67.0;5.35;18:57:38:190;0;5;
67.2;5.41;18:57:38:390;0;5;
67.4;5.41;18:57:38:590;0;5;
67.6;5.46;18:57:38:790;0;5;
67.8;5.49;18:57:38:990;0;5;
68.0;5.49;18:57:39:190;0;5;
68.2;5.48;18:57:39:390;0;5;
68.4;5.45;18:57:39:590;0;5;
68.6;5.45;18:57:39:790;0;4;
68.8;5.43;18:57:39:990;0;4;
69.0;5.40;18:57:40:190;0;4;
69.2;5.37;18:57:40:390;0;4;
69.4;5.35;18:57:40:590;0;4;
69.6;5.35;18:57:40:790;0;4;
69.8;5.32;18:57:40:990;0;4;
70.0;5.31;18:57:41:190;0;4;
70.2;5.29;18:57:41:390;0;4;
70.4;5.29;18:57:41:590;0;4;
70.6;5.30;18:57:41:790;0;4;
70.8;5.31;18:57:41:990;1;4;
71.0;5.38;18:57:42:190;1;4;
71.2;5.52;18:57:42:390;1;4;
71.4;5.69;18:57:42:590;1;4;
71.6;5.83;18:57:42:790;1;4;
71.8;5.91;18:57:42:990;1;4;
72.0;5.94;18:57:43:190;1;5;
72.2;5.94;18:57:43:390;1;5;
72.4;5.93;18:57:43:590;1;5;
72.6;5.89;18:57:43:790;1;5;
72.8;5.85;18:57:43:990;1;5;
73.0;5.83;18:57:44:190;1;5;
73.2;5.79;18:57:44:390;0;5;
73.4;5.71;18:57:44:590;0;5;
73.6;5.67;18:57:44:790;0;5;
73.8;5.63;18:57:44:990;0;5;
74.0;5.60;18:57:45:190;0;5;
74.2;5.58;18:57:45:390;0;5;
74.4;5.60;18:57:45:590;0;5;
74.6;5.65;18:57:45:790;0;5;
74.8;5.71;18:57:45:990;0;5;
75.0;5.75;18:57:46:190;0;5;
75.2;5.76;18:57:46:390;0;5;
75.4;5.76;18:57:46:590;1;5;
75.6;5.76;18:57:46:790;1;5;
75.8;5.74;18:57:46:990;1;5;
76.0;5.71;18:57:47:190;1;4;
76.2;5.69;18:57:47:390;1;5;
76.4;5.68;18:57:47:590;1;5;
76.6;5.65;18:57:47:790;1;5;
76.8;5.62;18:57:47:990;1;5;
77.0;5.61;18:57:48:190;1;5;
77.2;5.60;18:57:48:390;0;5;
77.4;5.58;18:57:48:590;0;5;
77.6;5.57;18:57:48:790;0;5;
77.8;5.57;18:57:48:990;0;5;
78.0;5.61;18:57:49:190;0;5;
78.2;5.64;18:57:49:390;0;5;
78.4;5.67;18:57:49:590;0;5;
78.6;5.68;18:57:49:790;0;5;
78.8;5.68;18:57:49:990;0;5;
79.0;5.68;18:57:50:190;0;5;
79.2;5.66;18:57:50:390;0;5;
79.4;5.62;18:57:50:590;0;5;
79.6;5.61;18:57:50:790;0;5;
79.8;5.59;18:57:50:990;0;5;
80.0;5.59;18:57:51:190;0;5;
80.2;5.55;18:57:51:390;0;5;
80.4;5.54;18:57:51:590;0;5;
80.6;5.54;18:57:51:790;0;5;
80.8;5.58;18:57:51:990;0;5;
81.0;5.68;18:57:52:190;0;5;
81.2;5.68;18:57:52:390;0;5;
81.4;5.87;18:57:52:590;0;5;
81.6;5.97;18:57:52:790;0;5;
81.8;6.08;18:57:52:990;0;5;
82.0;6.13;18:57:53:190;0;5;
82.2;6.16;18:57:53:390;0;5;
82.4;6.16;18:57:53:590;0;5;
82.6;6.14;18:57:53:790;0;5;
82.8;6.14;18:57:53:990;0;5;
83.0;6.12;18:57:54:190;0;5;
83.2;6.10;18:57:54:390;0;5;
83.4;6.10;18:57:54:590;0;5;
83.6;6.05;18:57:54:790;0;5;
83.8;6.02;18:57:54:990;0;5;
84.0;5.97;18:57:55:190;0;5;
84.2;5.93;18:57:55:390;0;5;
84.4;5.88;18:57:55:590;0;5;
84.6;5.88;18:57:55:790;0;5;
84.8;5.86;18:57:55:990;0;5;
85.0;5.83;18:57:56:190;0;5;
85.2;5.80;18:57:56:390;0;5;
85.4;5.80;18:57:56:590;0;5;
85.6;5.80;18:57:56:790;1;5;
85.8;5.80;18:57:56:990;1;5;
86.0;5.80;18:57:57:190;1;5;
86.2;5.81;18:57:57:390;1;6;
86.4;5.80;18:57:57:590;1;6;
86.6;5.79;18:57:57:790;1;6;
86.8;5.79;18:57:57:990;1;6;
87.0;5.78;18:57:58:190;1;6;
87.2;5.77;18:57:58:390;0;6;
87.4;5.74;18:57:58:590;0;6;
87.6;5.73;18:57:58:790;0;6;
87.8;5.72;18:57:58:990;0;6;
88.0;5.71;18:57:59:190;0;6;
88.2;5.71;18:57:59:390;0;6;
88.4;5.70;18:57:59:590;0;6;
88.6;5.70;18:57:59:790;0;6;
88.8;5.72;18:57:59:990;0;6;
89.0;5.74;18:58:00:190;0;6;
89.2;5.78;18:58:00:390;0;6;
89.4;5.84;18:58:00:590;0;6;
89.6;5.93;18:58:00:790;0;6;
89.8;6.00;18:58:00:990;0;6;
90.0;6.02;18:58:01:190;0;6;
90.2;6.03;18:58:01:390;0;6;
90.4;6.03;18:58:01:590;0;6;
90.6;6.02;18:58:01:790;0;6;
90.8;5.99;18:58:01:990;0;6;
91.0;5.96;18:58:02:190;0;6;
91.2;5.93;18:58:02:390;0;6;
91.4;5.91;18:58:02:590;0;6;
91.6;5.92;18:58:02:790;0;6;
91.8;5.96;18:58:02:990;0;6;
92.0;6.05;18:58:03:190;0;5;
92.2;6.17;18:58:03:390;0;5;
92.4;6.21;18:58:03:590;0;5;
92.6;6.26;18:58:03:790;0;5;
92.8;6.33;18:58:03:990;0;5;
93.0;6.37;18:58:04:190;0;5;
93.2;6.39;18:58:04:390;0;5;
93.4;6.40;18:58:04:590;1;5;
93.6;6.38;18:58:04:790;1;5;
93.8;6.38;18:58:04:990;1;5;
94.0;6.34;18:58:05:190;1;5;
94.2;6.31;18:58:05:390;1;6;
94.4;6.24;18:58:05:590;1;6;
94.6;6.19;18:58:05:790;1;6;
94.8;6.13;18:58:05:990;1;6;
95.0;6.13;18:58:06:190;1;6;
95.2;6.10;18:58:06:390;1;6;
95.4;6.07;18:58:06:590;1;6;
95.6;6.02;18:58:06:790;1;6;
95.8;6.01;18:58:06:990;1;6;
96.0;6.01;18:58:07:190;1;6;
96.2;5.98;18:58:07:390;1;6;
96.4;5.97;18:58:07:590;1;6;
96.6;5.95;18:58:07:790;1;6;
96.8;5.95;18:58:07:990;1;5;
97.0;5.94;18:58:08:190;1;6;
97.2;5.94;18:58:08:390;1;6;
97.4;5.92;18:58:08:590;1;6;
97.6;5.91;18:58:08:790;1;6;
97.8;5.90;18:58:08:990;1;6;
98.0;5.89;18:58:09:190;1;6;
98.2;5.89;18:58:09:390;0;6;
98.4;5.88;18:58:09:590;0;6;
98.6;5.87;18:58:09:790;0;6;
98.8;5.86;18:58:09:990;0;6;
99.0;5.84;18:58:10:190;0;6;
99.2;5.84;18:58:10:390;0;6;
99.4;5.84;18:58:10:590;0;6;
99.6;5.82;18:58:10:790;0;6;
99.8;5.81;18:58:10:990;0;6;
100.0;5.79;18:58:11:190;0;6;
100.2;5.78;18:58:11:390;0;6;
100.4;5.77;18:58:11:590;0;6;
100.6;5.77;18:58:11:790;0;6;
100.8;5.76;18:58:11:990;0;6;
101.0;5.76;18:58:12:190;0;6;
101.2;5.74;18:58:12:390;0;6;
101.4;5.74;18:58:12:590;0;6;
101.6;5.74;18:58:12:790;0;6;
101.8;5.73;18:58:12:990;0;6;
102.0;5.72;18:58:13:190;0;6;
102.2;5.71;18:58:13:390;0;6;
102.4;5.71;18:58:13:590;0;6;
102.6;5.70;18:58:13:790;0;6;
102.8;5.70;18:58:13:990;0;6;
103.0;5.69;18:58:14:190;0;6;
103.2;5.69;18:58:14:390;0;6;
103.4;5.69;18:58:14:590;0;6;
103.6;5.69;18:58:14:790;0;6;
103.8;5.69;18:58:14:990;0;6;
104.0;5.69;18:58:15:190;0;6;
104.2;5.71;18:58:15:390;0;6;
104.4;5.72;18:58:15:590;0;6;
104.6;5.75;18:58:15:790;0;6;
104.8;5.78;18:58:15:990;0;6;
105.0;5.78;18:58:16:190;0;6;
105.2;5.79;18:58:16:390;0;6;
105.4;5.80;18:58:16:590;0;6;
105.6;5.81;18:58:16:790;0;6;
105.8;5.81;18:58:16:990;0;6;
106.0;5.83;18:58:17:190;0;6;
106.2;5.83;18:58:17:390;0;6;
106.4;5.88;18:58:17:590;0;6;
106.6;5.91;18:58:17:790;0;6;
106.8;5.96;18:58:17:990;0;6;
107.0;5.98;18:58:18:190;0;6;
107.2;5.98;18:58:18:390;0;6;
107.4;5.98;18:58:18:590;0;6;
107.6;5.97;18:58:18:790;0;6;
107.8;5.96;18:58:18:990;0;6;
108.0;5.93;18:58:19:190;0;6;
108.2;5.89;18:58:19:390;0;6;
108.4;5.89;18:58:19:590;0;6;
108.6;5.86;18:58:19:790;0;6;
108.8;5.83;18:58:19:990;0;6;
109.0;5.80;18:58:20:190;0;6;
109.2;5.78;18:58:20:390;0;6;
109.4;5.76;18:58:20:590;0;6;
109.6;5.76;18:58:20:790;0;6;
109.8;5.75;18:58:20:990;0;6;
110.0;5.73;18:58:21:190;0;6;
110.2;5.71;18:58:21:390;0;6;
110.4;5.70;18:58:21:590;0;6;
110.6;5.70;18:58:21:790;0;6;
110.8;5.68;18:58:21:990;0;6;
111.0;5.67;18:58:22:190;0;6;
111.2;5.67;18:58:22:390;0;6;
111.4;5.65;18:58:22:590;0;6;
111.6;5.65;18:58:22:790;0;6;
111.8;5.65;18:58:22:990;0;6;
112.0;5.64;18:58:23:190;0;6;
112.2;5.63;18:58:23:390;0;6;
112.4;5.62;18:58:23:590;0;6;
112.6;5.62;18:58:23:790;0;6;
112.8;5.62;18:58:23:990;0;6;
113.0;5.62;18:58:24:190;0;6;
113.2;5.61;18:58:24:390;0;6;
113.4;5.62;18:58:24:590;0;6;
113.6;5.62;18:58:24:790;0;6;
113.8;5.61;18:58:24:990;0;6;
114.0;5.61;18:58:25:190;0;6;
114.2;5.61;18:58:25:390;0;6;
114.4;5.60;18:58:25:590;0;6;
114.6;5.60;18:58:25:790;0;5;
114.8;5.62;18:58:25:990;0;5;
115.0;5.64;18:58:26:190;0;5;
115.2;5.64;18:58:26:390;0;5;
115.4;5.66;18:58:26:590;0;5;
115.6;5.68;18:58:26:790;0;5;
115.8;5.69;18:58:26:990;0;5;
116.0;5.69;18:58:27:190;0;5;
116.2;5.69;18:58:27:390;0;5;
116.4;5.69;18:58:27:590;0;5;
116.6;5.70;18:58:27:790;0;5;
116.8;5.69;18:58:27:990;0;5;
117.0;5.67;18:58:28:190;0;5;
117.2;5.67;18:58:28:390;0;5;
117.4;5.67;18:58:28:590;0;5;
117.6;5.65;18:58:28:790;0;5;
117.8;5.64;18:58:28:990;0;5;
118.0;5.64;18:58:29:190;0;5;
118.2;5.62;18:58:29:390;0;5;
118.4;5.61;18:58:29:590;0;5;
118.6;5.61;18:58:29:790;0;5;
118.8;5.61;18:58:29:990;0;5;
119.0;5.60;18:58:30:190;0;5;
119.2;5.59;18:58:30:390;0;5;
119.4;5.59;18:58:30:590;0;5;
119.6;5.58;18:58:30:790;0;5;
119.8;5.58;18:58:30:990;0;5;
120.0;5.57;18:58:31:190;0;5;
120.2;5.56;18:58:31:390;0;5;
120.4;5.56;18:58:31:590;0;5;
120.6;5.55;18:58:31:790;0;5;
120.8;5.55;18:58:31:990;0;5;
121.0;5.54;18:58:32:190;0;5;
121.2;5.54;18:58:32:390;0;5;
